step,t,dt,mass,KE,IE,PE,E,max_v,max_mach
330,3.2681872199e-01,9.904102e-04,1.0000000000e+00,1.0896170891e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.515416e-12,2.971054e-12
340,3.3672282389e-01,9.904102e-04,1.0000000000e+00,1.0524300841e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,4.001718e-12,3.382052e-12
350,3.4662692579e-01,9.904102e-04,1.0000000000e+00,1.0942838903e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.759525e-12,3.177362e-12
360,3.5653102769e-01,9.904102e-04,1.0000000000e+00,1.0572946221e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.259990e-12,2.755181e-12
370,3.6643512959e-01,9.904102e-04,1.0000000000e+00,1.0768915126e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.812558e-12,3.222184e-12
380,3.7633923149e-01,9.904102e-04,1.0000000000e+00,1.0940272694e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.777336e-12,3.192416e-12
390,3.8624333339e-01,9.904102e-04,1.0000000000e+00,1.0484598666e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.658303e-12,3.091815e-12
400,3.9614743529e-01,9.904102e-04,1.0000000000e+00,1.0612455466e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.972480e-12,3.357342e-12
410,4.0605153719e-01,9.904102e-04,1.0000000000e+00,1.0633357665e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.500555e-12,2.958494e-12
420,4.1595563909e-01,9.904102e-04,1.0000000000e+00,1.0472999822e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.416547e-12,2.887495e-12
430,4.2585974099e-01,9.904102e-04,1.0000000000e+00,1.0710885839e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.693952e-12,3.121943e-12
440,4.3576384289e-01,9.904102e-04,1.0000000000e+00,1.0476806798e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.640449e-12,3.076726e-12
450,4.4566794479e-01,9.904102e-04,1.0000000000e+00,1.0453058101e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.472548e-12,2.934824e-12
460,4.5557204669e-01,9.904102e-04,1.0000000000e+00,1.0543562467e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,4.209965e-12,3.558052e-12
470,4.6547614859e-01,9.904102e-04,1.0000000000e+00,1.0756176151e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.995794e-12,3.377046e-12
480,4.7538025049e-01,9.904102e-04,1.0000000000e+00,1.0455064471e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.699047e-12,3.126250e-12
490,4.8528435239e-01,9.904102e-04,1.0000000000e+00,1.0505384788e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.488776e-12,2.948539e-12
500,4.9518845429e-01,9.904102e-04,1.0000000000e+00,1.0707327444e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.532844e-12,2.985783e-12
505,5.0000000000e-01,8.499050e-04,1.0000000000e+00,9.4383493625e-26,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.465032e-12,2.928472e-12
