E_bomb_erg,IE_erg,KE_erg,M_Ar_orich,M_Ar_total,M_C_orich,M_C_total,M_Ca_orich,M_Ca_total,M_Cr_orich,M_Cr_total,M_Fe_orich,M_Fe_total,M_He_orich,M_He_total,M_Mg_orich,M_Mg_total,M_Ne_orich,M_Ne_total,M_Ni_orich,M_Ni_total,M_O_orich,M_O_total,M_S_orich,M_S_total,M_Si_orich,M_Si_total,M_Ti_orich,M_Ti_total,M_ejecta_msun,M_orich_total,Mg_Ne,Mg_Ne_paper,Mg_Ne_ratio_to_paper,Si_Ne,mass_cut,nr,nz_orich,t_final,wall_s,zams
5e+50,3.9719981370032034e+50,3.776525545457269e+50,4.4492674533708715e-05,0.0007101123436243996,0.05379424045841883,0.1281772532296955,3.623157312776132e-05,0.0005794981249987489,1.8191564656073593e-05,0.0002910650344971776,0.0007761188890632331,0.01241790222501173,0.005034865089213109,8.773124732461444,0.045360177816671614,0.05158546835959954,0.06428650163480858,0.08015734782616657,1.5856137972092226e-18,1.5856137972092246e-18,0.4181833692918811,0.4615139907109077,0.0002393895218860018,0.0034267887752049623,0.007598438974625371,0.01396831672966106,2.016827197848809e-06,3.226865467588654e-05,9.525984729009553,0.595374045563097,0.7055941241654202,0.75,0.9407921655538937,0.1181964919757139,1.8,128,8,10.0,0.9216189384460449,12.75
1e+51,7.121882705613074e+50,7.979272425671971e+50,4.449755957775257e-05,0.0007101172286684435,0.05379298563319605,0.12817612536798795,3.6231570895108645e-05,0.0005794981227660962,1.8191564656073593e-05,0.0002910650344971776,0.0007761188890632331,0.01241790222501173,0.005033424281749251,8.773123150252644,0.045595252923325565,0.05182055276897296,0.06377378783329636,0.07964463551308945,9.967486202567225e-16,9.967486202567438e-16,0.4184029953351137,0.46173362055039413,0.000239957560820698,0.003427356814139659,0.007658574305893464,0.014028452060929153,2.016843868322085e-06,3.226867134635981e-05,9.525984729009553,0.595374045563097,0.7149528744083825,0.75,0.9532704992111767,0.12008968835147212,1.8,128,8,10.0,0.9254069328308105,12.75
2e+51,1.289616430806405e+51,1.637307070024154e+51,4.4982755935096424e-05,0.0007106024250257873,0.05377782696346548,0.12816136507791562,3.6231161575452324e-05,0.0005794977134464398,1.8191564656073593e-05,0.0002910650344971776,0.0007761188890632331,0.01241790222501173,0.004985993785462212,8.773074923443572,0.04861108353562164,0.05483688179865127,0.053806707590932916,0.06967806580397007,1.6641799744080968e-13,1.6641799744087509e-13,0.42299532372945786,0.4663253346831953,0.00028708811448502965,0.0034744873678039905,0.010032478270874655,0.016402356226849085,2.0181906044131486e-06,3.2270018082450875e-05,9.525984729009553,0.595374045563097,0.9034391010352991,0.75,1.2045854680470656,0.18645404485899542,1.8,128,8,10.0,1.124852180480957,12.75
4e+51,2.942890391953991e+51,2.7067299179979323e+51,7.223879591923843e-05,0.0007378584650099294,0.053198440125039104,0.12758226982392806,3.664942598259398e-05,0.0005799159778535815,1.8191570609814047e-05,0.000291065040450918,0.0007761188146414774,0.01241790215058997,0.004818359775050201,8.772901134753964,0.03853157270965054,0.0447638882123434,0.04401063553869989,0.059896715863448684,4.6987544831401284e-11,4.698754483143529e-11,0.42505657565477734,0.4683712030191216,0.001689782213900964,0.004877181489546452,0.027163972041300638,0.03353386390670119,1.5137136961749076e-06,3.176554117421263e-05,9.525984729009553,0.595374045563097,0.8755059370994213,0.75,1.167341249465895,0.6172138099985975,1.8,128,8,10.0,1.0355801582336426,12.75
5e+50,3.7194519482758285e+50,2.7214670906246363e+50,0.00010730333322786038,0.03329153042904508,0.12510804335772868,0.19463365182601167,8.756655726616986e-05,0.012324899022268973,4.398242585978276e-05,0.00038896960091009146,0.0018764516489901716,0.018941447840249103,0.020904295299335966,9.484066751116773,0.04194857237513492,0.04866356112338708,0.29004516229423066,0.3108022032269741,3.7428418458327e-19,9.076914048370998e-06,0.9565902867940832,1.058120514231203,0.000514672840222366,0.1334400325352987,0.0022268824476990314,0.22094184898655533,4.8760669186222595e-06,3.9991688405640086e-05,11.515664677727502,1.4394580847159377,0.1446277263972464,0.15,0.9641848426483093,0.007677709326660011,1.4,128,16,10.0,1.4801759719848633,15.28
1e+51,5.697684382156244e+50,6.669834543814067e+50,0.00010730333322786038,0.0329218694959383,0.12510804335772868,0.1946550404151555,8.756655726616986e-05,0.013156488352390222,4.398242585978276e-05,0.0003893709054502745,0.0018764516489901716,0.01893839861819502,0.020904295298418123,9.484066751161095,0.04194857237513492,0.04873043050725405,0.29004516319389195,0.31080818867533266,3.742842025764999e-19,1.1792775873155066e-05,0.9565902867940832,1.057011957486285,0.000514672840222366,0.13505796542929338,0.0022268824476990314,0.2198714139750824,4.8760669186222595e-06,4.481567860967349e-05,11.515664677727502,1.4394580847159377,0.1446277259486405,0.15,0.9641848396576035,0.0076777093028453135,1.4,128,16,10.0,1.4799017906188965,15.28
2e+51,9.419984154574525e+50,1.4703502833017539e+51,0.00010730333322786038,0.04425288948717148,0.12510801096992177,0.19463761807984734,8.756655726616986e-05,0.02322578464693385,4.398242585978276e-05,0.00048364731367720495,0.0018764516489901716,0.01836167361885672,0.020904259792463454,9.484066677666833,0.0419485844485896,0.04866801327028301,0.2900453566210721,0.3108011674196797,3.745014618429305e-19,0.0005375537558841856,0.9565901428482748,1.0468077034711087,0.000514672840222366,0.1446079421329849,0.002226882807563553,0.1990447050023647,4.8760669186222595e-06,0.00016909982042304696,11.515664677727502,1.4394580847159377,0.14462767112453057,0.15,0.9641844741635371,0.007677705423406758,1.4,128,16,10.0,4.036348342895508,15.28
4e+51,1.6220050773570387e+51,2.882870817393534e+51,0.00010730337641160291,0.037470899583384135,0.12510318608635407,0.19463293571614235,8.756655726616986e-05,0.01944534757464132,4.398242585978276e-05,0.0035395418570973863,0.0018764516489901716,0.016045961169142756,0.02090219321215856,9.503340073464257,0.041960502414812174,0.04872336236398962,0.290042912241312,0.31079944079897387,4.79448824745635e-18,0.005571599363834916,0.9565870929964577,1.0465424965337011,0.0005146734519920519,0.11706826110054225,0.0022273291565257838,0.1556247854562835,4.87606700858839e-06,0.056859717974350354,11.515664677727502,1.4394580847159377,0.14466998035070608,0.15,0.9644665356713739,0.007679309035046077,1.4,128,16,10.0,11.232234001159668,15.28
5e+50,4.526318098355606e+50,3.3959868830548267e+50,0.00010543971796562234,0.021284004760387547,0.12281611010710039,0.203130518630529,8.604572866752463e-05,0.007244088879458633,4.321855460978276e-05,0.000337717624064084,0.0018438620989901715,0.014758415962696097,0.01901881863731459,9.479854962398033,0.04121513590144103,0.04793213196453887,0.2849386348279692,0.3058462071497611,3.61246760196851e-19,1.864251424238968e-09,0.94169211630322,1.0326566796969103,0.0005057341132494615,0.07871614159965919,0.002188184072570724,0.12386597815660785,4.79138110924726e-06,3.7612980963082e-05,11.3156646777275,1.4144580847159376,0.14464565651591801,0.15,0.9643043767727868,0.0076794923717235924,1.6,128,16,10.0,1.0835070610046387,15.28
1e+51,7.319983481215642e+50,7.798807953218026e+50,0.00010543971796562234,0.0212823100627948,0.12281611010710039,0.20313055533599558,8.604572866752463e-05,0.00724408534331342,4.321855460978276e-05,0.000337717624064084,0.0018438620989901715,0.014758415962696097,0.019018817751573974,9.479854952672007,0.04121513687388097,0.04793213766586492,0.28493863659604185,0.30584676216161,3.6124680439870836e-19,1.8642551371914404e-09,0.94169211630322,1.0326561315944025,0.0005057341132494615,0.07871837821150565,0.002188184072570724,0.12386537701192184,4.79138110924726e-06,3.7625161613080354e-05,11.3156646777275,1.4144580847159376,0.14464565903118207,0.15,0.9643043935412138,0.0076794923240715764,1.6,128,16,10.0,1.111495018005371,15.28
2e+51,1.2128661558053698e+51,1.6714116061652404e+51,0.00010543971796562234,0.021098281109646528,0.12281606148510373,0.20313801470130952,8.604572866752463e-05,0.007244977335943093,4.321855460978276e-05,0.0003377176247801534,0.0018438620989901715,0.014758415962696097,0.019018715354505968,9.479854797243963,0.041215166418374215,0.04793643599557458,0.28493913696058937,0.30585107045152893,3.6190273318068343e-19,1.8667025032931766e-09,0.9416917273272468,1.032635870454779,0.0005057341132494615,0.079057706706029,0.0021881849654473897,0.12371254570874496,4.79138110924726e-06,3.8598555456854895e-05,11.3156646777275,1.4144580847159376,0.1446455087146375,0.15,0.9643033914309167,0.00767948197214496,1.6,128,16,10.0,1.1356096267700195,15.28
4e+51,2.158652008469891e+51,3.3228732466330966e+51,0.0001054399133376453,0.020922851372989056,0.12280572444861335,0.20323930467913587,8.604572866752463e-05,0.007476431300599285,4.321855460978276e-05,0.0003377182383190284,0.0018438620989901715,0.014758414901852533,0.019014373361717834,9.479850334769202,0.041260714178792825,0.048066871142432445,0.284898725893109,0.3058939850498196,2.6116090988896015e-17,2.8806462870439793e-09,0.941699595250343,1.0302193992123962,0.0005057367211565553,0.08263940891641683,0.002189851656770063,0.12221787487297268,4.791381728072671e-06,4.182229694070682e-05,11.3156646777275,1.4144580847159376,0.14482589927156575,0.15,0.9655059951437717,0.0076864213762460705,1.6,128,16,10.0,1.3101320266723633,15.28
5e+50,4.887220865300109e+50,3.5002707944398518e+50,0.00010357611517364254,0.007438056765281406,0.12049084729766828,0.20577668473269536,8.452490366752462e-05,0.0027346320178747545,4.245468335978276e-05,0.00033700775754367987,0.0018112725489901715,0.014492506171072925,0.018228906706369945,9.47662126621456,0.04049318319319279,0.04721252610847332,0.2799821200256678,0.3015716086758866,6.395254558147792e-19,5.892552797867074e-10,0.925570152275689,0.9852303659761694,0.0004967954929859137,0.02796801437159667,0.0021495559455443126,0.046244358885068136,4.706695299872259e-06,3.741656282004383e-05,11.115664677727501,1.3894580847159377,0.1446277469056971,0.15,0.9641849793713141,0.007677475780765031,1.8,128,16,10.0,0.9595479965209961,15.28
1e+51,8.211602018921998e+50,8.033817796557432e+50,0.00010357720676665034,0.007438056120051808,0.12048801540840937,0.20577385372007997,8.452490366752462e-05,0.0027346320178747545,4.245468335978276e-05,0.00033700775754367987,0.0018112725489901715,0.014492506171072925,0.018228905839784076,9.476621265347973,0.040688060994240265,0.04740740390952253,0.279647056550595,0.3012365465837041,2.1135720674839417e-16,5.892554905043887e-10,0.9257061281175044,0.9853663418179849,0.0004968090402022396,0.027968027918812997,0.002156577745657685,0.04625138068518152,4.706699468246514e-06,3.741656577264225e-05,11.115664677727501,1.3894580847159377,0.14549790545311458,0.15,0.9699860363540973,0.00771178417630692,1.8,128,16,10.0,0.9601407051086426,15.28
2e+51,1.3904459148276759e+51,1.7421512701489175e+51,0.00010370642550011763,0.007437810185102404,0.12045538832734631,0.20574128801232816,8.452461188132684e-05,0.0027346317260885564,4.245468335978276e-05,0.00033700775754367987,0.0018112725489901715,0.014492506171072925,0.018228620670553256,9.47662091939035,0.048271638541833695,0.054990982496054594,0.2651463584820192,0.2867361741636205,6.173026628549997e-14,5.893172699368584e-10,0.9317613169777923,0.9914212633812737,0.0005009884780163871,0.027972372354774698,0.0030471146141480155,0.047142073867706386,4.7074565492204235e-06,3.741808822791802e-05,11.115664677727501,1.3894580847159377,0.18205657742460463,0.15,1.213710516164031,0.011492198616616697,1.8,128,16,10.0,1.0917890071868896,15.28
4e+51,2.4038267621407618e+51,3.297910513620214e+51,0.00010747341657639791,0.0073804609939111514,0.11973458019883179,0.20502324138783448,8.472990257652099e-05,0.0027347935962186033,4.245468335978276e-05,0.00033700775764788915,0.0018112725489901715,0.014492506171072925,0.018220037125814624,9.476612170924733,0.04833918802792694,0.05505936527994837,0.2552844423446497,0.27687739392711525,3.1970716215837376e-12,5.930059629743948e-10,0.9369958918932468,0.9966488053809502,0.0006912233875055522,0.028270819996724147,0.00814232292375005,0.052190118768129456,4.486436259307171e-06,3.777850293021374e-05,11.115664677727501,1.3894580847159377,0.18935422614851735,0.15,1.2623615076567825,0.031895100418056085,1.8,128,16,10.0,1.1912860870361328,15.28
5e+50,3.569499210311446e+50,1.627728735700553e+50,0.018309096129555672,0.04546218594680491,0.11393734954130255,0.18212353467964693,0.003760056584726104,0.04153268434498024,5.971679438224483e-05,0.0016201114879463186,0.002549064702830359,0.01720696857347546,0.02118596303538325,9.016219677977913,0.055786721007058705,0.06218566655647201,0.04380090681149599,0.06741024659490406,4.934650917459165e-12,0.012956772374113438,1.3121714060657355,1.3660268762224481,0.1244641770007479,0.2071634939340305,0.2593758625481434,0.35681856543124085,6.3686860152928696e-06,0.00018498471517414288,11.37691168728004,1.9554066962512568,1.2736430605682556,1.25,1.0189144484546044,5.921700746160524,1.4,128,22,10.0,11.511396646499634,15.90
