step,t,dt,mass,KE,IE,PE,E,max_v,max_mach
120,1.1788834746e-01,9.826843e-04,1.0000000000e+00,2.1634452666e-05,2.5000033655e+00,0.0000000000e+00,2.5000250000e+00,9.302570e-03,7.862097e-03
130,1.2771544415e-01,9.827304e-04,1.0000000000e+00,2.1375342127e-05,2.5000036247e+00,0.0000000000e+00,2.5000250000e+00,9.246694e-03,7.814874e-03
140,1.3754299980e-01,9.827761e-04,1.0000000000e+00,2.1119334922e-05,2.5000038807e+00,0.0000000000e+00,2.5000250000e+00,9.191155e-03,7.767933e-03
150,1.4737101175e-01,9.828217e-04,1.0000000000e+00,2.0866393880e-05,2.5000041336e+00,0.0000000000e+00,2.5000250000e+00,9.135949e-03,7.721275e-03
160,1.5719947731e-01,9.828669e-04,1.0000000000e+00,2.0616482276e-05,2.5000043835e+00,0.0000000000e+00,2.5000250000e+00,9.081074e-03,7.674897e-03
170,1.6702839386e-01,9.829119e-04,1.0000000000e+00,2.0369563823e-05,2.5000046304e+00,0.0000000000e+00,2.5000250000e+00,9.026529e-03,7.628798e-03
180,1.7685775876e-01,9.829566e-04,1.0000000000e+00,2.0125602667e-05,2.5000048744e+00,0.0000000000e+00,2.5000250000e+00,8.972312e-03,7.582975e-03
190,1.8668756940e-01,9.830010e-04,1.0000000000e+00,1.9884563385e-05,2.5000051154e+00,0.0000000000e+00,2.5000250000e+00,8.918420e-03,7.537428e-03
200,1.9651782316e-01,9.830452e-04,1.0000000000e+00,1.9646410976e-05,2.5000053536e+00,0.0000000000e+00,2.5000250000e+00,8.864853e-03,7.492154e-03
210,2.0634851746e-01,9.830892e-04,1.0000000000e+00,1.9411110862e-05,2.5000055889e+00,0.0000000000e+00,2.5000250000e+00,8.811606e-03,7.447152e-03
220,2.1617964968e-01,9.831329e-04,1.0000000000e+00,1.9178628879e-05,2.5000058214e+00,0.0000000000e+00,2.5000250000e+00,8.758680e-03,7.402421e-03
230,2.2601121726e-01,9.831763e-04,1.0000000000e+00,1.8948931275e-05,2.5000060511e+00,0.0000000000e+00,2.5000250000e+00,8.706072e-03,7.357958e-03
240,2.3584321759e-01,9.832194e-04,1.0000000000e+00,1.8721984704e-05,2.5000062780e+00,0.0000000000e+00,2.5000250000e+00,8.653779e-03,7.313763e-03
250,2.4567564811e-01,9.832623e-04,1.0000000000e+00,1.8497756221e-05,2.5000065022e+00,0.0000000000e+00,2.5000250000e+00,8.601801e-03,7.269832e-03
260,2.5550850623e-01,9.833050e-04,1.0000000000e+00,1.8276213274e-05,2.5000067238e+00,0.0000000000e+00,2.5000250000e+00,8.550135e-03,7.226166e-03
270,2.6534178940e-01,9.833474e-04,1.0000000000e+00,1.8057323704e-05,2.5000069427e+00,0.0000000000e+00,2.5000250000e+00,8.498779e-03,7.182762e-03
280,2.7517549506e-01,9.833895e-04,1.0000000000e+00,1.7841055735e-05,2.5000071589e+00,0.0000000000e+00,2.5000250000e+00,8.447732e-03,7.139619e-03
290,2.8500962069e-01,9.834314e-04,1.0000000000e+00,1.7627377970e-05,2.5000073726e+00,0.0000000000e+00,2.5000250000e+00,8.396991e-03,7.096735e-03
300,2.9484416377e-01,9.834730e-04,1.0000000000e+00,1.7416259387e-05,2.5000075837e+00,0.0000000000e+00,2.5000250000e+00,8.346555e-03,7.054108e-03
310,3.0467912179e-01,9.835144e-04,1.0000000000e+00,1.7207669337e-05,2.5000077923e+00,0.0000000000e+00,2.5000250000e+00,8.296422e-03,7.011738e-03
320,3.1451449230e-01,9.835555e-04,1.0000000000e+00,1.7001577535e-05,2.5000079984e+00,0.0000000000e+00,2.5000250000e+00,8.246590e-03,6.969622e-03
330,3.2435027283e-01,9.835964e-04,1.0000000000e+00,1.6797954060e-05,2.5000082020e+00,0.0000000000e+00,2.5000250000e+00,8.197058e-03,6.927759e-03
340,3.3418646096e-01,9.836371e-04,1.0000000000e+00,1.6596769349e-05,2.5000084032e+00,0.0000000000e+00,2.5000250000e+00,8.147823e-03,6.886147e-03
350,3.4402305429e-01,9.836775e-04,1.0000000000e+00,1.6397994193e-05,2.5000086020e+00,0.0000000000e+00,2.5000250000e+00,8.098883e-03,6.844786e-03
360,3.5386005043e-01,9.837177e-04,1.0000000000e+00,1.6201599732e-05,2.5000087984e+00,0.0000000000e+00,2.5000250000e+00,8.050238e-03,6.803673e-03
370,3.6369744702e-01,9.837576e-04,1.0000000000e+00,1.6007557451e-05,2.5000089924e+00,0.0000000000e+00,2.5000250000e+00,8.001885e-03,6.762806e-03
380,3.7353524172e-01,9.837973e-04,1.0000000000e+00,1.5815839177e-05,2.5000091842e+00,0.0000000000e+00,2.5000250000e+00,7.953822e-03,6.722186e-03
390,3.8337343220e-01,9.838368e-04,1.0000000000e+00,1.5626417075e-05,2.5000093736e+00,0.0000000000e+00,2.5000250000e+00,7.906048e-03,6.681809e-03
400,3.9321201614e-01,9.838760e-04,1.0000000000e+00,1.5439263638e-05,2.5000095607e+00,0.0000000000e+00,2.5000250000e+00,7.858561e-03,6.641675e-03
410,4.0305099124e-01,9.839150e-04,1.0000000000e+00,1.5254351695e-05,2.5000097456e+00,0.0000000000e+00,2.5000250000e+00,7.811359e-03,6.601781e-03
420,4.1289035519e-01,9.839538e-04,1.0000000000e+00,1.5071654395e-05,2.5000099283e+00,0.0000000000e+00,2.5000250000e+00,7.764441e-03,6.562128e-03
430,4.2273010570e-01,9.839924e-04,1.0000000000e+00,1.4891145214e-05,2.5000101089e+00,0.0000000000e+00,2.5000250000e+00,7.717804e-03,6.522712e-03
440,4.3257024049e-01,9.840307e-04,1.0000000000e+00,1.4712797944e-05,2.5000102872e+00,0.0000000000e+00,2.5000250000e+00,7.671448e-03,6.483534e-03
450,4.4241075728e-01,9.840688e-04,1.0000000000e+00,1.4536586692e-05,2.5000104634e+00,0.0000000000e+00,2.5000250000e+00,7.625370e-03,6.444591e-03
460,4.5225165379e-01,9.841067e-04,1.0000000000e+00,1.4362485879e-05,2.5000106375e+00,0.0000000000e+00,2.5000250000e+00,7.579569e-03,6.405881e-03
470,4.6209292775e-01,9.841443e-04,1.0000000000e+00,1.4190470228e-05,2.5000108095e+00,0.0000000000e+00,2.5000250000e+00,7.534043e-03,6.367404e-03
480,4.7193457691e-01,9.841817e-04,1.0000000000e+00,1.4020514770e-05,2.5000109795e+00,0.0000000000e+00,2.5000250000e+00,7.488790e-03,6.329159e-03
490,4.8177659901e-01,9.842189e-04,1.0000000000e+00,1.3852594831e-05,2.5000111474e+00,0.0000000000e+00,2.5000250000e+00,7.443809e-03,6.291143e-03
500,4.9161899182e-01,9.842559e-04,1.0000000000e+00,1.3686686034e-05,2.5000113133e+00,0.0000000000e+00,2.5000250000e+00,7.399098e-03,6.253355e-03
509,5.0000000000e-01,5.068285e-04,1.0000000000e+00,1.3539067729e-05,2.5000114609e+00,0.0000000000e+00,2.5000250000e+00,7.359088e-03,6.219540e-03
