step,t,dt,mass,KE,IE,PE,E,max_v,max_mach
250,2.2532015032e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
260,2.3433295633e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
270,2.4334576234e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
280,2.5235856836e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
290,2.6137137437e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
300,2.7038418038e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
310,2.7939698639e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
320,2.8840979241e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
330,2.9742259842e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
340,3.0643540443e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
350,3.1544821044e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
360,3.2446101646e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
370,3.3347382247e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
380,3.4248662848e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
390,3.5149943450e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
400,3.6051224051e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
410,3.6952504652e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
420,3.7853785253e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
430,3.8755065855e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
440,3.9656346456e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
450,4.0557627057e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
460,4.1458907658e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
470,4.2360188260e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
480,4.3261468861e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
490,4.4162749462e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
500,4.5064030064e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
510,4.5965310665e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
520,4.6866591266e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
530,4.7767871867e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
540,4.8669152469e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
550,4.9570433070e-01,9.012806e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
555,5.0000000000e-01,6.905469e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.238795e-03,7.156340e-03
