step,t,dt,mass,KE,IE,PE,E,max_v,max_mach
210,2.0776777518e-01,9.904061e-04,1.0000000000e+00,2.0897437559e-12,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,2.891184e-06,2.443477e-06
220,2.1767183779e-01,9.904064e-04,1.0000000000e+00,9.6172937918e-13,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,1.961353e-06,1.657633e-06
230,2.2757590293e-01,9.904066e-04,1.0000000000e+00,4.4260134583e-13,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,1.330565e-06,1.124523e-06
240,2.3747996977e-01,9.904067e-04,1.0000000000e+00,2.0369134558e-13,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,9.026435e-07,7.628668e-07
250,2.4738403777e-01,9.904068e-04,1.0000000000e+00,9.3741613431e-14,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,6.123456e-07,5.175222e-07
260,2.5728810655e-01,9.904069e-04,1.0000000000e+00,4.3141204962e-14,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,4.154106e-07,3.510832e-07
270,2.6719217587e-01,9.904070e-04,1.0000000000e+00,1.9854187457e-14,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,2.818111e-07,2.381719e-07
280,2.7709624555e-01,9.904070e-04,1.0000000000e+00,9.1371754663e-15,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,1.911788e-07,1.615743e-07
290,2.8700031547e-01,9.904070e-04,1.0000000000e+00,4.2050562727e-15,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,1.296946e-07,1.096110e-07
300,2.9690438557e-01,9.904070e-04,1.0000000000e+00,1.9352258607e-15,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,8.798436e-08,7.435975e-08
310,3.0680845577e-01,9.904070e-04,1.0000000000e+00,8.9061807723e-16,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,5.968849e-08,5.044557e-08
320,3.1671252605e-01,9.904070e-04,1.0000000000e+00,4.0987492759e-16,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,4.049265e-08,3.422225e-08
330,3.2661659638e-01,9.904070e-04,1.0000000000e+00,1.8863018906e-16,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,2.747051e-08,2.321663e-08
340,3.3652066675e-01,9.904070e-04,1.0000000000e+00,8.6810258063e-17,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,1.863695e-08,1.575097e-08
350,3.4642473714e-01,9.904070e-04,1.0000000000e+00,3.9951298081e-17,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,1.264377e-08,1.068585e-08
360,3.5632880755e-01,9.904070e-04,1.0000000000e+00,1.8386147633e-17,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,8.577815e-09,7.249517e-09
370,3.6623287797e-01,9.904070e-04,1.0000000000e+00,8.4615630134e-18,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,5.819850e-09,4.918630e-09
380,3.7613694839e-01,9.904070e-04,1.0000000000e+00,3.8941300029e-18,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.948805e-09,3.337322e-09
390,3.8604101883e-01,9.904070e-04,1.0000000000e+00,1.7921332816e-18,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,2.679303e-09,2.264406e-09
400,3.9594508926e-01,9.904070e-04,1.0000000000e+00,8.2476491843e-19,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,1.817996e-09,1.536475e-09
410,4.0584915970e-01,9.904070e-04,1.0000000000e+00,3.7956843383e-19,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,1.234040e-09,1.042945e-09
420,4.1575323014e-01,9.904070e-04,1.0000000000e+00,1.7468276963e-19,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,8.376765e-10,7.079600e-10
430,4.2565730058e-01,9.904070e-04,1.0000000000e+00,8.0391510931e-20,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,5.692976e-10,4.811404e-10
440,4.3556137102e-01,9.904070e-04,1.0000000000e+00,3.6997356939e-20,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.869238e-10,3.270076e-10
450,4.4546544146e-01,9.904070e-04,1.0000000000e+00,1.7026753609e-20,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,2.631221e-10,2.223769e-10
460,4.5536951190e-01,9.904070e-04,1.0000000000e+00,7.8360047313e-21,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,1.792195e-10,1.514669e-10
470,4.6527358234e-01,9.904070e-04,1.0000000000e+00,3.6062938384e-21,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,1.223734e-10,1.034236e-10
480,4.7517765278e-01,9.904070e-04,1.0000000000e+00,1.6597219176e-21,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,8.371224e-11,7.074918e-11
490,4.8508172322e-01,9.904070e-04,1.0000000000e+00,7.6388249020e-22,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,5.773286e-11,4.879278e-11
500,4.9498579366e-01,9.904070e-04,1.0000000000e+00,3.5160876724e-22,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.963194e-11,3.349483e-11
506,5.0000000000e-01,6.217112e-05,1.0000000000e+00,2.2070033770e-22,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.106208e-11,2.625203e-11
