t,vx_y0.2500,vx_y0.5000,vx_y0.7500,vx_y1.0000,vx_y1.2500,A_drv,f_drive,H,B0y,rho0,yd_bottom
3.2931882201e+00,-1.2588443893e-03,-1.3749706769e-03,1.9600630348e-03,-9.0618261665e-04,7.8902180823e-05,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.2949160215e+00,-1.2709040778e-03,-1.3663359441e-03,2.0056678553e-03,-9.5109015175e-04,9.6891691692e-05,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.2966438228e+00,-1.2821940561e-03,-1.3566237317e-03,2.0499310681e-03,-9.9580812723e-04,1.1505697397e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.2983716242e+00,-1.2927320742e-03,-1.3457889971e-03,2.0928498073e-03,-1.0402774618e-03,1.3337274117e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3000994257e+00,-1.3025346067e-03,-1.3338032561e-03,2.1344244115e-03,-1.0844384120e-03,1.5181485750e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3018272272e+00,-1.3116198426e-03,-1.3206557687e-03,2.1746582181e-03,-1.1282307716e-03,1.7035994746e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3035550287e+00,-1.3200109366e-03,-1.3063540900e-03,2.2135573446e-03,-1.1715941241e-03,1.8898493092e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3052828302e+00,-1.3277357038e-03,-1.2909239784e-03,2.2511304644e-03,-1.2144681335e-03,2.0766651596e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3070106317e+00,-1.3348208662e-03,-1.2744086936e-03,2.2873885793e-03,-1.2567928488e-03,2.2638068012e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3087384332e+00,-1.3412942631e-03,-1.2568677498e-03,2.3223447936e-03,-1.2985090075e-03,2.4510217219e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3104662347e+00,-1.3471820780e-03,-1.2383752187e-03,2.3560651526e-03,-1.3395584903e-03,2.6380406256e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3121940362e+00,-1.3525024726e-03,-1.2190177007e-03,2.3886492694e-03,-1.3798848292e-03,2.8245736735e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3139218377e+00,-1.3572862996e-03,-1.1988920933e-03,2.4200560386e-03,-1.4194331466e-03,3.0103076790e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3156496392e+00,-1.3615735149e-03,-1.1781033043e-03,2.4502584756e-03,-1.4581496948e-03,3.1949044201e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3173774407e+00,-1.3654047386e-03,-1.1567620717e-03,2.4792423493e-03,-1.4959814804e-03,3.3780001879e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3191052422e+00,-1.3688004715e-03,-1.1351756830e-03,2.5070046356e-03,-1.5328761653e-03,3.5592066310e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3208330437e+00,-1.3717891426e-03,-1.1134530318e-03,2.5335519516e-03,-1.5687822641e-03,3.7381129107e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3225608452e+00,-1.3743980044e-03,-1.0915726599e-03,2.5588990548e-03,-1.6036495745e-03,3.9142891249e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3242886467e+00,-1.3766167364e-03,-1.0695468282e-03,2.5830674444e-03,-1.6374297381e-03,4.0872909026e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3260164482e+00,-1.3785141893e-03,-1.0474109393e-03,2.6060840852e-03,-1.6700768301e-03,4.2566650235e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3277442497e+00,-1.3801471126e-03,-1.0252148597e-03,2.6279802552e-03,-1.7015478900e-03,4.4219558318e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3294720512e+00,-1.3815577226e-03,-1.0030162162e-03,2.6487905205e-03,-1.7318033286e-03,4.5827121239e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3311998527e+00,-1.3827098997e-03,-9.8087544562e-04,2.6685518302e-03,-1.7608071743e-03,4.7383906617e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3329276542e+00,-1.3836483620e-03,-9.5885228026e-04,2.6873027246e-03,-1.7885271434e-03,4.8881127323e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3346554558e+00,-1.3844068252e-03,-9.3700334967e-04,2.7050826494e-03,-1.8149345444e-03,5.0314849397e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3363832573e+00,-1.3850154595e-03,-9.1538062137e-04,2.7219313643e-03,-1.8400040373e-03,5.1683863142e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3381110589e+00,-1.3855289835e-03,-8.9403045812e-04,2.7378884389e-03,-1.8637132851e-03,5.2988311326e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3398388605e+00,-1.3859164245e-03,-8.7299312419e-04,2.7529928257e-03,-1.8860425348e-03,5.4228874314e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3415666621e+00,-1.3861435110e-03,-8.5230261726e-04,2.7672825026e-03,-1.9069741726e-03,5.5406338652e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3432944637e+00,-1.3861666602e-03,-8.3198672254e-04,2.7807941757e-03,-1.9264922455e-03,5.6521413846e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3450222653e+00,-1.3861802926e-03,-8.1207960907e-04,2.7935630287e-03,-1.9445822258e-03,5.7574716483e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3467500669e+00,-1.3861698527e-03,-7.9270579926e-04,2.8056225002e-03,-1.9612309671e-03,5.8567161035e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3484778686e+00,-1.3861183757e-03,-7.7390321280e-04,2.8170040560e-03,-1.9764265200e-03,5.9496597429e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3502056702e+00,-1.3860073935e-03,-7.5565844100e-04,2.8277369108e-03,-1.9901577798e-03,6.0361221985e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3519334719e+00,-1.3858608518e-03,-7.3792947449e-04,2.8378476410e-03,-2.0024140720e-03,6.1160440841e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3536612735e+00,-1.3856457028e-03,-7.2065992923e-04,2.8473596357e-03,-2.0131848340e-03,6.1894441833e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3553890752e+00,-1.3853266188e-03,-7.0378240058e-04,2.8562923633e-03,-2.0224595565e-03,6.2564285922e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3571168768e+00,-1.3848712845e-03,-6.8724406649e-04,2.8646604991e-03,-2.0302280100e-03,6.3171855617e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3588446785e+00,-1.3839874592e-03,-6.7100953029e-04,2.8724730374e-03,-2.0364806875e-03,6.3719531435e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3605724802e+00,-1.3826166312e-03,-6.5504768779e-04,2.8797325814e-03,-2.0412094208e-03,6.4209946314e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3623002818e+00,-1.3806878086e-03,-6.3932512092e-04,2.8864350627e-03,-2.0444081494e-03,6.4645818543e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3640280835e+00,-1.3781126545e-03,-6.2380709834e-04,2.8925702774e-03,-2.0460737635e-03,6.5029904533e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3657558852e+00,-1.3747628641e-03,-6.0846160472e-04,2.8981239275e-03,-2.0461557061e-03,6.5365336087e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3674836868e+00,-1.3705772355e-03,-5.9325971295e-04,2.9030821131e-03,-2.0447470097e-03,6.5658072123e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3692114885e+00,-1.3654810743e-03,-5.7817443023e-04,2.9074392486e-03,-2.0418464146e-03,6.5890623882e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3709392902e+00,-1.3593951188e-03,-5.6318001170e-04,2.9112531269e-03,-2.0373929713e-03,6.6048024902e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3726670919e+00,-1.3523245527e-03,-5.4825224652e-04,2.9141603698e-03,-2.0314452296e-03,6.6137899210e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3743948936e+00,-1.3441549353e-03,-5.3336886662e-04,2.9160592121e-03,-2.0240292132e-03,6.6212497150e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3761226952e+00,-1.3347943583e-03,-5.1850968329e-04,2.9169252847e-03,-2.0151647952e-03,6.6286796187e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3778504969e+00,-1.3241752038e-03,-5.0365646107e-04,2.9166979202e-03,-2.0048723730e-03,6.6352358672e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3795782986e+00,-1.3122488635e-03,-4.8879284407e-04,2.9156786174e-03,-1.9931748398e-03,6.6403833745e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3813061003e+00,-1.2989732246e-03,-4.7390438979e-04,2.9138490303e-03,-1.9801087110e-03,6.6437340434e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3830339020e+00,-1.2843352795e-03,-4.5897865041e-04,2.9111397091e-03,-1.9657239385e-03,6.6449770635e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3847617037e+00,-1.2683439754e-03,-4.4400524290e-04,2.9074906965e-03,-1.9500768082e-03,6.6438468260e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3864895054e+00,-1.2510254933e-03,-4.2897591341e-04,2.9028436020e-03,-1.9332261856e-03,6.6401092788e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3882173071e+00,-1.2324461561e-03,-4.1388459864e-04,2.8971385428e-03,-1.9152315875e-03,6.6335580741e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3899451088e+00,-1.2126667800e-03,-3.9872747615e-04,2.8903135825e-03,-1.8961521925e-03,6.6240159865e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3916729105e+00,-1.1917474241e-03,-3.8350299586e-04,2.8823050312e-03,-1.8760462774e-03,6.6113391900e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3934007122e+00,-1.1697505094e-03,-3.6821188609e-04,2.8730480526e-03,-1.8549709007e-03,6.5954233636e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3951285139e+00,-1.1467410703e-03,-3.5285712875e-04,2.8624773628e-03,-1.8329817712e-03,6.5757193234e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3968563156e+00,-1.1227825804e-03,-3.3744390925e-04,2.8505279384e-03,-1.8101332780e-03,6.5476338077e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.3985841173e+00,-1.0979394050e-03,-3.2197961967e-04,2.8371356984e-03,-1.7864786549e-03,6.5121612285e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4003119190e+00,-1.0722769948e-03,-3.0647342690e-04,2.8222381483e-03,-1.7620702439e-03,6.4700932498e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4020397207e+00,-1.0458590749e-03,-2.9093354739e-04,2.8057749869e-03,-1.7369598141e-03,6.4220939475e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4037675224e+00,-1.0187556315e-03,-2.7535582720e-04,2.7876886778e-03,-1.7111988906e-03,6.3687484930e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4054953241e+00,-9.9103695367e-04,-2.5974481371e-04,2.7679249900e-03,-1.6848390493e-03,6.3105895362e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4072231258e+00,-9.6277048634e-04,-2.4412444014e-04,2.7464335097e-03,-1.6579321430e-03,6.2481092834e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4089509275e+00,-9.3401948427e-04,-2.2852728691e-04,2.7231681244e-03,-1.6305304322e-03,6.1817640322e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4106787292e+00,-9.0484212283e-04,-2.1300987841e-04,2.6980874755e-03,-1.6026866084e-03,6.1119756084e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4124065309e+00,-8.7529040469e-04,-1.9768737669e-04,2.6711553750e-03,-1.5744537044e-03,6.0391321638e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4141343326e+00,-8.4541010671e-04,-1.8263401283e-04,2.6423411810e-03,-1.5458845539e-03,5.9635894531e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4158621343e+00,-8.1524092717e-04,-1.6789517958e-04,2.6116201227e-03,-1.5170311875e-03,5.8856729147e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4175899360e+00,-7.8481658981e-04,-1.5349601053e-04,2.5789735689e-03,-1.4879458999e-03,5.8056804727e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4193177378e+00,-7.5416688395e-04,-1.3944778535e-04,2.5443892342e-03,-1.4586820454e-03,5.7238858037e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4210455395e+00,-7.2331853279e-04,-1.2575276802e-04,2.5078613151e-03,-1.4292934137e-03,5.6405417764e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4227733412e+00,-6.9229554286e-04,-1.1240781278e-04,2.4693905560e-03,-1.3998329353e-03,5.5558838005e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4245011429e+00,-6.6111944554e-04,-9.9406959295e-05,2.4289842417e-03,-1.3703512106e-03,5.4701328839e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4262289446e+00,-6.2980939274e-04,-8.6743183227e-05,2.3866561190e-03,-1.3408951670e-03,5.3834982655e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4279567463e+00,-5.9838210802e-04,-7.4409428908e-05,2.3424262494e-03,-1.3115070098e-03,5.2961795537e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4296845480e+00,-5.6685186237e-04,-6.2399010872e-05,2.2963207983e-03,-1.2822235301e-03,5.2083683562e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4314123497e+00,-5.3523045873e-04,-5.0705416286e-05,2.2483717658e-03,-1.2530757681e-03,5.1202494256e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4331401514e+00,-5.0352720956e-04,-3.9333066815e-05,2.1986166661e-03,-1.2240889898e-03,5.0320013711e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4348679531e+00,-4.7174926910e-04,-2.8489562052e-05,2.1470981628e-03,-1.1952829093e-03,4.9437970052e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4365957548e+00,-4.3990205931e-04,-1.8094300272e-05,2.0938636646e-03,-1.1666720839e-03,4.8558033930e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4383235564e+00,-4.0798968251e-04,-8.0980819088e-06,2.0389648880e-03,-1.1382664061e-03,4.7681816718e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4400513581e+00,-3.7601530708e-04,1.5252071025e-06,1.9824573902e-03,-1.1100716363e-03,4.6810866987e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4417791598e+00,-3.4398149394e-04,1.0785341783e-05,1.9244000706e-03,-1.0820899495e-03,4.5946665702e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4435069614e+00,-3.1189044283e-04,1.9681079300e-05,1.8648546354e-03,-1.0543204522e-03,4.5090620463e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4452347631e+00,-2.7974416722e-04,2.8204286138e-05,1.8038850075e-03,-1.0267596213e-03,4.4244058986e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4469625647e+00,-2.4754458822e-04,3.6343105878e-05,1.7415566429e-03,-9.9940162461e-04,4.3408221895e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4486903663e+00,-2.1529356806e-04,4.4084371460e-05,1.6779356688e-03,-9.7223850575e-04,4.2584254816e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4504181680e+00,-1.8299295080e-04,5.1415426129e-05,1.6130876555e-03,-9.4526023817e-04,4.1773199659e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4521459696e+00,-1.5064462872e-04,5.8325479980e-05,1.5471844523e-03,-9.1845466743e-04,4.0985204467e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4538737712e+00,-1.1825063375e-04,6.4806598074e-05,1.4803795351e-03,-8.9180737409e-04,4.0214415278e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4556015729e+00,-8.5813252678e-05,7.0854396993e-05,1.4126832439e-03,-8.6530149389e-04,3.9457158566e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4573293745e+00,-5.3335159646e-05,7.6468514872e-05,1.3441165354e-03,-8.3891753251e-04,3.8711682412e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4590571761e+00,-2.0819555817e-05,8.1652911246e-05,1.2747106218e-03,-8.1263320883e-04,3.7977459303e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4607849777e+00,1.1729694080e-05,8.6416047205e-05,1.2045059873e-03,-7.8642335472e-04,3.7254685994e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4625127793e+00,4.4307943180e-05,9.0770993009e-05,1.1335509826e-03,-7.6025989176e-04,3.6543930564e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4642405809e+00,7.6909668560e-05,9.4735508403e-05,1.0619001997e-03,-7.3411189793e-04,3.5845883929e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4659683825e+00,1.0952839799e-04,9.8332138705e-05,9.8961275242e-04,-7.0794576961e-04,3.5161183888e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4676961841e+00,1.4215665111e-04,1.0158836523e-04,9.1675041905e-04,-6.8172547800e-04,3.4490289964e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4694239857e+00,1.7478588815e-04,1.0453683213e-04,8.4337509676e-04,-6.5541287551e-04,3.3833395116e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4711517873e+00,2.0740645972e-04,1.0721564835e-04,7.6924402779e-04,-6.2896815419e-04,3.3190365590e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4728795889e+00,2.4000755483e-04,1.0966871694e-04,6.9462401999e-04,-6.0235055636e-04,3.2560703279e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4746073905e+00,2.7257714695e-04,1.1194595955e-04,6.1973222462e-04,-5.7551918188e-04,3.1943526651e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4763351921e+00,3.0510193938e-04,1.1411923425e-04,5.4466546646e-04,-5.4843399837e-04,3.1337567154e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4780629937e+00,3.3756731363e-04,1.1636554980e-04,4.6949927089e-04,-5.2105863930e-04,3.0741178454e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4797907953e+00,3.6995728655e-04,1.1865854088e-04,3.9432716749e-04,-4.9336547499e-04,3.0152356215e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4815185968e+00,4.0225447954e-04,1.2098560635e-04,3.1922108119e-04,-4.6536582372e-04,2.9568766533e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4832463984e+00,4.3444010276e-04,1.2334411143e-04,2.4423738937e-04,-4.3708557886e-04,2.8987781768e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4849742000e+00,4.6649395365e-04,1.2576478360e-04,1.6942906231e-04,-4.0787208416e-04,2.8406520683e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.4867020016e+00,4.9839443612e-04,1.2845081499e-04,9.4842145419e-05,-3.7785913899e-04,2.7821877189e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
