t,vx_y0.2500,vx_y0.5000,vx_y0.7500,vx_y1.0000,vx_y1.2500,A_drv,f_drive,H,B0y,rho0,yd_bottom
3.7095881678e+00,7.1760430128e-05,-1.2105766630e-04,-1.2616412744e-03,8.0464656533e-04,-3.9741519789e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7113159686e+00,3.7497337636e-05,-1.2563292771e-04,-1.1917963689e-03,7.7763400674e-04,-3.9051583954e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7130437696e+00,2.8582535291e-06,-1.2991334406e-04,-1.1212111475e-03,7.5058403588e-04,-3.8368294749e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7147715706e+00,-3.2174959654e-05,-1.3392624953e-04,-1.0499319556e-03,7.2347023379e-04,-3.7691733593e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7164993718e+00,-6.7618381169e-05,-1.3770128147e-04,-9.7801099357e-04,6.9626444392e-04,-3.7022119293e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7182271730e+00,-1.0348540110e-04,-1.4127022272e-04,-9.0550487139e-04,6.6893701261e-04,-3.6359642218e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7199549744e+00,-1.3978621475e-04,-1.4466681305e-04,-8.3247277243e-04,6.4145707438e-04,-3.5704346082e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7216827757e+00,-1.7652745110e-04,-1.4792650134e-04,-7.5881596920e-04,6.1379287897e-04,-3.5056044472e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7234105771e+00,-2.1371178954e-04,-1.5108610570e-04,-6.8455362751e-04,5.8591233654e-04,-3.4414264636e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7251383785e+00,-2.5133731639e-04,-1.5418335608e-04,-6.0993642154e-04,5.5778373041e-04,-3.3778213589e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7268661798e+00,-2.8939747739e-04,-1.5725630858e-04,-5.3508890777e-04,5.2937662734e-04,-3.3146763166e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7285939812e+00,-3.2788159562e-04,-1.6034264585e-04,-4.6010021352e-04,5.0066496848e-04,-3.2518451250e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7303217825e+00,-3.6677557606e-04,-1.6347890619e-04,-3.8507525888e-04,4.7163532613e-04,-3.1891496686e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7320495839e+00,-4.0606260100e-04,-1.6669970616e-04,-3.1009293529e-04,4.4232313117e-04,-3.1263825741e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7337773852e+00,-4.4572371026e-04,-1.7003702906e-04,-2.3521909070e-04,4.1257756863e-04,-3.0633107949e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7355051866e+00,-4.8573813431e-04,-1.7351965131e-04,-1.6051351113e-04,3.8185490413e-04,-2.9996797000e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7372329880e+00,-5.2608337765e-04,-1.7717282818e-04,-8.6028865804e-05,3.5072688976e-04,-2.9352135435e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7389607894e+00,-5.6673521966e-04,-1.8101843357e-04,-1.1812933577e-05,3.1913326355e-04,-2.8696356097e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7406885908e+00,-6.0766770229e-04,-1.8507520336e-04,6.2090428262e-05,2.8753872352e-04,-2.8027224437e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7424163922e+00,-6.4885312417e-04,-1.8935772961e-04,1.3564077933e-04,2.5555907104e-04,-2.7344415632e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7441441936e+00,-6.9026201876e-04,-1.9385036323e-04,2.0880079162e-04,2.2274195916e-04,-2.6649271396e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7458719950e+00,-7.3186310955e-04,-1.9878214854e-04,2.8155191151e-04,1.8932787155e-04,-2.5939397546e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7475997965e+00,-7.7362324531e-04,-2.0402377441e-04,3.5387790701e-04,1.5538577271e-04,-2.5153423578e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7493275980e+00,-8.1550738328e-04,-2.0954998832e-04,4.2567432232e-04,1.2081993778e-04,-2.4304719886e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7510553995e+00,-8.5747872319e-04,-2.1513973246e-04,4.9685830498e-04,8.5628668689e-05,-2.3428950169e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7527832010e+00,-8.9949887801e-04,-2.2052863099e-04,5.6736804308e-04,4.9846096568e-05,-2.2557440608e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7545110025e+00,-9.4152803727e-04,-2.2608897348e-04,6.3715771316e-04,1.3475868213e-05,-2.1676751990e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7562388041e+00,-9.8352511793e-04,-2.3183192858e-04,7.0619396668e-04,-2.3473686292e-05,-2.0758017283e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7579666056e+00,-1.0254479136e-03,-2.3776106622e-04,7.7433967378e-04,-6.0995428066e-05,-1.9778915577e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7596944072e+00,-1.0672532997e-03,-2.4388670875e-04,8.4157394240e-04,-9.9081917591e-05,-1.8745558152e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7614222087e+00,-1.1088977884e-03,-2.5021744402e-04,9.0792355994e-04,-1.3772272100e-04,-1.7661284724e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7631500103e+00,-1.1503378690e-03,-2.5675837849e-04,9.7340049580e-04,-1.7690385004e-04,-1.6528295968e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7648778119e+00,-1.1915304417e-03,-2.6351070277e-04,1.0380050525e-03,-2.1660792212e-04,-1.5348270066e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7666056135e+00,-1.2324337506e-03,-2.7047165266e-04,1.1017282248e-03,-2.5681457131e-04,-1.4122647077e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7683334151e+00,-1.2730097199e-03,-2.7763464132e-04,1.1645536127e-03,-2.9750090672e-04,-1.2852786648e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7700612167e+00,-1.3132308740e-03,-2.8498948310e-04,1.2264590622e-03,-3.3864192317e-04,-1.1540069581e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7717890183e+00,-1.3531196868e-03,-2.9252267038e-04,1.2874181187e-03,-3.8021082077e-04,-1.0185968590e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7735168199e+00,-1.3924070155e-03,-3.0021768571e-04,1.3474013265e-03,-4.2217921755e-04,-8.7920970241e-05,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7752446215e+00,-1.4307827162e-03,-3.0805533460e-04,1.4063773918e-03,-4.6451725301e-04,-7.3602379218e-05,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7769724231e+00,-1.4683441715e-03,-3.1601409020e-04,1.4643142121e-03,-5.0719359257e-04,-5.8923537634e-05,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7787002248e+00,-1.5054927031e-03,-3.2407044343e-04,1.5211797792e-03,-5.5017534616e-04,-4.3905772645e-05,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7804280264e+00,-1.5421554670e-03,-3.3219925629e-04,1.5769429586e-03,-5.9342791929e-04,-2.8571845326e-05,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7821558280e+00,-1.5782135372e-03,-3.4037411511e-04,1.6315741522e-03,-6.3691481796e-04,-1.2945533186e-05,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7838836297e+00,-1.6135868611e-03,-3.4856768161e-04,1.6850458499e-03,-6.8059743041e-04,2.9488946029e-06,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7856114313e+00,-1.6482034466e-03,-3.5675203803e-04,1.7373330782e-03,-7.2443481074e-04,1.9087255877e-05,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7873392330e+00,-1.6822130187e-03,-3.6489902189e-04,1.7884137497e-03,-7.6838348354e-04,3.5446028460e-05,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7890670347e+00,-1.7157239408e-03,-3.7298054478e-04,1.8382689240e-03,-8.1239729868e-04,5.2002859021e-05,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7907948363e+00,-1.7486740715e-03,-3.8096888938e-04,1.8868829831e-03,-8.5642734890e-04,6.8736957767e-05,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7925226379e+00,-1.7810068088e-03,-3.8883697899e-04,1.9342437298e-03,-9.0042196665e-04,8.5629343321e-05,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7942504396e+00,-1.8126733115e-03,-3.9655861398e-04,1.9803424171e-03,-9.4432680903e-04,1.0266291959e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7959782412e+00,-1.8436331486e-03,-4.0410867058e-04,2.0251737134e-03,-9.8808503090e-04,1.1982238365e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7977060429e+00,-1.8738541463e-03,-4.1146325877e-04,2.0687356139e-03,-1.0316375496e-03,1.3709397862e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.7994338445e+00,-1.9033118294e-03,-4.1859983703e-04,2.1110293054e-03,-1.0749234035e-03,1.5446511552e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8011616461e+00,-1.9319886670e-03,-4.2549728277e-04,2.1520589914e-03,-1.1178801957e-03,1.7192389429e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8028894478e+00,-1.9598732355e-03,-4.3213591853e-04,2.1918316878e-03,-1.1604446066e-03,1.8945855617e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8046172494e+00,-1.9869593526e-03,-4.3849749416e-04,2.2303569944e-03,-1.2025529916e-03,2.0705689958e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8063450510e+00,-2.0132452007e-03,-4.4456512650e-04,2.2676468506e-03,-1.2441421140e-03,2.2470568977e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8080728526e+00,-2.0387324321e-03,-4.5032319608e-04,2.3037152815e-03,-1.2851497116e-03,2.4239009016e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8098006542e+00,-2.0633262950e-03,-4.5575719982e-04,2.3385781390e-03,-1.3255146155e-03,2.6009314018e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8115284558e+00,-2.0869574756e-03,-4.6085355535e-04,2.3722528429e-03,-1.3651767996e-03,2.7779530155e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8132562574e+00,-2.1097341827e-03,-4.6559934778e-04,2.4047581239e-03,-1.4040775288e-03,2.9547409146e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8149840589e+00,-2.1317474578e-03,-4.6998200090e-04,2.4361996230e-03,-1.4421596405e-03,3.1310381775e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8167118605e+00,-2.1530730691e-03,-4.7417662808e-04,2.4665885343e-03,-1.4793679304e-03,3.3065542808e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8184396620e+00,-2.1737734208e-03,-4.7829266792e-04,2.4959077328e-03,-1.5156495878e-03,3.4809648146e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8201674636e+00,-2.1938992406e-03,-4.8227637696e-04,2.5241495066e-03,-1.5509546149e-03,3.6539124788e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8218952651e+00,-2.2134909944e-03,-4.8608261898e-04,2.5513143453e-03,-1.5852361801e-03,3.8250093838e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8236230667e+00,-2.2325804024e-03,-4.8967317926e-04,2.5774096785e-03,-1.6184508659e-03,3.9938406501e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8253508682e+00,-2.2511922758e-03,-4.9301550609e-04,2.6024486363e-03,-1.6505587909e-03,4.1599692573e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8270786698e+00,-2.2693447234e-03,-4.9608178629e-04,2.6264488713e-03,-1.6815236007e-03,4.3229420423e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8288064713e+00,-2.2870484511e-03,-4.9884827069e-04,2.6494314673e-03,-1.7113123374e-03,4.4822966742e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8305342728e+00,-2.3043066833e-03,-5.0129477998e-04,2.6714199478e-03,-1.7398952038e-03,4.6375693321e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8322620744e+00,-2.3211154701e-03,-5.0340433855e-04,2.6924393905e-03,-1.7672452504e-03,4.7883026696e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8339898759e+00,-2.3374642296e-03,-5.0516290351e-04,2.7125156474e-03,-1.7933380119e-03,4.9336582711e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8357176775e+00,-2.3533364216e-03,-5.0655917838e-04,2.7316746687e-03,-1.8181511238e-03,5.0730768233e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8374454790e+00,-2.3687102939e-03,-5.0758453717e-04,2.7499419224e-03,-1.8416639474e-03,5.2063005528e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8391732805e+00,-2.3835596613e-03,-5.0823316330e-04,2.7673419018e-03,-1.8638572272e-03,5.3332434241e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8409010820e+00,-2.3978546994e-03,-5.0850275116e-04,2.7838977110e-03,-1.8847128023e-03,5.4539072123e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8426288836e+00,-2.4115627436e-03,-5.0839712622e-04,2.7996307174e-03,-1.9042133861e-03,5.5683315584e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8443566851e+00,-2.4246490670e-03,-5.0793850086e-04,2.8145602606e-03,-1.9223424087e-03,5.6765677194e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8460844866e+00,-2.4370809334e-03,-5.0660435337e-04,2.8287034077e-03,-1.9390839946e-03,5.7786691361e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8478122881e+00,-2.4488264373e-03,-5.0428180361e-04,2.8420747460e-03,-1.9544231987e-03,5.8747222091e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8495400896e+00,-2.4598442290e-03,-5.0131871569e-04,2.8546862047e-03,-1.9683462765e-03,5.9645560400e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8512678911e+00,-2.4700891396e-03,-4.9785105716e-04,2.8665469020e-03,-1.9808407434e-03,6.0480008653e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8529956927e+00,-2.4795182873e-03,-4.9383310032e-04,2.8776630133e-03,-1.9918952656e-03,6.1249804230e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8547234942e+00,-2.4880916906e-03,-4.8931653013e-04,2.8880376634e-03,-2.0014995354e-03,6.1954923795e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8564512957e+00,-2.4957026796e-03,-4.8436343880e-04,2.8976708488e-03,-2.0096443165e-03,6.2596183026e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8581790972e+00,-2.5022809412e-03,-4.7899430248e-04,2.9065594002e-03,-2.0163217155e-03,6.3175119611e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8599068987e+00,-2.5077530151e-03,-4.7323781404e-04,2.9146969762e-03,-2.0215256508e-03,6.3693734667e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8616347002e+00,-2.5116476343e-03,-4.6711803833e-04,2.9220740522e-03,-2.0252525264e-03,6.4154290320e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8633625017e+00,-2.5140110932e-03,-4.6065150648e-04,2.9286782333e-03,-2.0275023247e-03,6.4559180985e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8650903032e+00,-2.5147726403e-03,-4.5385115496e-04,2.9344957175e-03,-2.0282823887e-03,6.4911024351e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8668181047e+00,-2.5150860815e-03,-4.4672682490e-04,2.9395144268e-03,-2.0275416241e-03,6.5213761173e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8685459062e+00,-2.5150282200e-03,-4.3928465289e-04,2.9437285420e-03,-2.0253990313e-03,6.5468975710e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8702737076e+00,-2.5145317984e-03,-4.3152785326e-04,2.9471506685e-03,-2.0217812132e-03,6.5639704842e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8720015091e+00,-2.5126793812e-03,-4.2345692886e-04,2.9498677068e-03,-2.0167313283e-03,6.5736021473e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8737293106e+00,-2.5097163920e-03,-4.1505879673e-04,2.9515853252e-03,-2.0102808367e-03,6.5803803244e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8754571121e+00,-2.5056042071e-03,-4.0632447354e-04,2.9516805714e-03,-2.0024505573e-03,6.5871270290e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8771849136e+00,-2.5002801021e-03,-3.9725424421e-04,2.9505400475e-03,-1.9932616273e-03,6.5929350314e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8789127150e+00,-2.4936936037e-03,-3.8785292793e-04,2.9485345085e-03,-1.9827365161e-03,6.5972633136e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8806405165e+00,-2.4858399838e-03,-3.7816031019e-04,2.9455343452e-03,-1.9709119795e-03,6.5997394491e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8823683180e+00,-2.4767323853e-03,-3.6821703109e-04,2.9414781213e-03,-1.9578361905e-03,6.6000792891e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8840961194e+00,-2.4663717418e-03,-3.5804822964e-04,2.9363181303e-03,-1.9435622460e-03,6.5980500331e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8858239209e+00,-2.4547540672e-03,-3.4766837792e-04,2.9300093062e-03,-1.9281449158e-03,6.5934535510e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8875517223e+00,-2.4418735400e-03,-3.3708493257e-04,2.9225065628e-03,-1.9116391333e-03,6.5861203431e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8892795238e+00,-2.4277241937e-03,-3.2630116088e-04,2.9137643140e-03,-1.8940993222e-03,6.5759092574e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8910073252e+00,-2.4123010253e-03,-3.1531832829e-04,2.9037366707e-03,-1.8755790851e-03,6.5627102971e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8927351267e+00,-2.3956008039e-03,-3.0413736859e-04,2.8923778559e-03,-1.8561310543e-03,6.5464492057e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8944629282e+00,-2.3776226833e-03,-2.9276012804e-04,2.8796426781e-03,-1.8358068280e-03,6.5260760008e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8961907297e+00,-2.3583686603e-03,-2.8119025710e-04,2.8654869997e-03,-1.8146569653e-03,6.4980728039e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8979185312e+00,-2.3378438917e-03,-2.6943381193e-04,2.8498681798e-03,-1.7927310313e-03,6.4633653435e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.8996463327e+00,-2.3160568762e-03,-2.5749961751e-04,2.8327454826e-03,-1.7700776837e-03,6.4227029890e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
3.9013741342e+00,-2.2930195060e-03,-2.4539943617e-04,2.8140804525e-03,-1.7467447871e-03,6.3767239576e-04,1.0000000000e-03,2.0000000000e+00,1.0000000000e+00,5.0000000000e-01,1.0000000000e+00,3.9062500000e-03
