zams_mass,M_star,nz,R_star,M_He,xi25,M4,mu4,M_O,M_Ne,M_Mg,M_Si,MgNe,SiNe,SiO,m_O_inner,m_O_outer
15.55,12.59,4317,66083211681141.75,4.685141972971773,0.1135867870064905,1.5648845595275451,0.04966064792484264,1.266518071319804,0.022797862095616135,0.03429156354946068,0.27732548881083363,1.5041569865472035,12.164539273362887,0.21896686284297567,1.56545821934135,3.4814951640325678
15.56,12.59,4317,65936683300937.08,4.6920287538551175,0.11247986689158453,1.5967464636806739,0.047432406253141476,1.267063804577392,0.03473851632474027,0.03448102457008354,0.2626788518710029,0.9925877158296093,7.561602499526637,0.20731304210731127,1.5974480124383017,3.4933519786385814
15.57,12.81,4323,65204997032744.24,4.640535247388241,0.09482499831065319,1.5181365603960444,0.04171973728244864,1.2051772662842333,0.02135197743631658,0.031247017612262167,0.2860135384326326,1.4634250015230708,13.395178000992336,0.23732072155199296,1.5168749149297207,3.4434092897453814
15.58,11.95,4301,69517447040247.2,4.906682162047934,0.19203815724815268,1.6676034659826022,0.08993757470508007,1.1489396644144798,0.2859813950294024,0.04755046393499576,0.0610999924044403,0.16627117973918196,0.21365023552723936,0.05317946128666204,1.9462615510692824,3.675813368403942
15.59,12.94,4339,64972804956353.79,4.627421328978818,0.10631867636846581,1.5403164958434956,0.047131874371210206,1.2208310272959069,0.02105723627924184,0.03424174737089208,0.27734683289992923,1.6261273282404816,13.17109373813395,0.22717872227923439,1.5390497719670724,3.433675463925009
15.6,12.95,4338,64871942070787.75,4.6228144746936985,0.10187461420278246,1.5222059530563443,0.0454931145800223,1.1898207750769976,0.01743419246122604,0.0330187838552757,0.28869212221821594,1.8939095647079767,16.558961526911695,0.24263496508500085,1.5227250006260546,3.430169018189958
15.61,12.64,4337,66235246271762.22,4.711001658679895,0.18394576014838324,1.6190925510589806,0.08243791692862748,1.0262175428490523,0.23401411711863582,0.03968473749203203,0.08133713512766357,0.16958266441640976,0.3475736255963946,0.07925915483947983,1.9040270915833852,3.5032443800567203
15.62,12.38,4335,67403147935024.42,4.795024515763697,0.1963550164681606,1.6594529469736912,0.08917612951167,1.0209677011466192,0.25583408611265973,0.046624605180450904,0.0028540019758425384,0.18224547748465064,0.011155675223768825,0.002795389092757089,2.0968511562987096,3.5770146406852055
15.63,13.08,4353,64637331449668.54,4.616891041294611,0.10136394119842387,1.5284612926430212,0.044989301366997234,1.2013188193235496,0.01807797174591866,0.035106872117130636,0.2820929117909015,1.9419696308053185,15.604234576513692,0.23481935623862546,1.5290511558603066,3.422691170578102
15.64,12.75,4342,65905976902475.78,4.696386520356721,0.11009486386939238,1.5914134069549433,0.046452503997130135,1.2649157775311555,0.034638337209727976,0.03372487060738091,0.2677809690436893,0.9736284511344696,7.730768582288776,0.21169865519927372,1.5920333711779344,3.4934178507201095
15.65,12.64,4345,66350549107333.43,4.7348951191943245,0.18886738674716885,1.6268188208865755,0.08478389437765689,1.0214155350572345,0.24210667188967572,0.04167692392350283,0.051137798906583355,0.17214281456272448,0.21122011428865564,0.050065616932013744,1.9774219430703426,3.5267296280882445
15.66,12.93,4353,65164597713981.39,4.656097545716615,0.10640074463579066,1.583518881627755,0.045124193904594205,1.24491570074702,0.03465775486885951,0.03305455234234033,0.26165729287041695,0.9537418816485519,7.5497473468923335,0.21018073168601517,1.5841283250432268,3.46311333299761
15.67,13.17,4368,64468768410999.41,4.621390447539669,0.09122647415408644,1.5080954908629722,0.040279100051335476,1.1737983431709873,0.021458611633438575,0.02921674505678359,0.29493922346889895,1.361539392942629,13.744562253473116,0.25126907461134074,1.5086500858483043,3.4329155926008776
15.68,13.11,4368,64734193644978.78,4.631840652446888,0.10510838471950618,1.5229143817578057,0.047081960857849915,1.205160088307106,0.01564806649391644,0.03349391963497492,0.2871102692962986,2.1404510038346576,18.347970939918973,0.23823413344164404,1.5234561140645717,3.4382395063944173
15.69,12.82,4355,66025132337624.234,4.703569497621829,0.1163034103416618,1.5720579911382098,0.050098719174221325,1.2833812437414802,0.022606707037229234,0.035124482230109,0.28086603525018305,1.5537195298839948,12.424013580909707,0.21884848062089937,1.5726859959759845,3.4977201474145807
15.7,13.16,4374,64737153320539.84,4.630482597334826,0.08451621012468813,1.5020520348283268,0.03659094873462922,1.1636981497267727,0.030457516553516906,0.028712749695136444,0.2948854195532675,0.9427147365966384,9.681860273641297,0.25340370234541004,1.502578718342901,3.4367008154372614
15.71,12.97,4367,65418558190156.836,4.6825525605473155,0.10695095781384753,1.5848372581805168,0.045216953552822146,1.2594108561152035,0.03415796050696065,0.03532265786658674,0.26883128350229213,1.0340973917160174,7.8702381381204,0.21345796901539574,1.5854575222557021,3.4846108334781034
15.72,12.81,4363,66113003811464.13,4.72429767450498,0.11214277924280894,1.5820505112999306,0.04761670966023434,1.2885804681051596,0.02563837690491803,0.03485750885945524,0.2792857787510462,1.359583291435612,10.893270653863926,0.21673910606586505,1.582645199991289,3.519683751477551
15.73,12.8,4366,66291065021875.12,4.735179655467623,0.11185106623640438,1.6028898858753926,0.04652048522853004,1.2789665133191308,0.03956926919698004,0.04055263635649464,0.26933556191473856,1.0248517897719893,6.806685273209303,0.2105884392670829,1.6035325550196668,3.5286433435706095
15.74,13.06,4384,65206228992990.64,4.672403235759931,0.15102546356456703,1.5001514240597111,0.07299567441019303,1.0123891951253308,0.2904148686782547,0.03956453170629743,0.002137685456700653,0.13623452506534797,0.007360798937154128,0.002111525357040198,1.9708949439775663,3.476973146365303
15.75,12.6,4370,67051041657326.68,4.797072493945823,0.1931721751348664,1.6473610061680937,0.0871691364422197,1.0227053147112342,0.2573347876272237,0.0455484913554059,0.0027548852165626176,0.17700090910906163,0.010705451998792158,0.00269372337948637,2.102556136254998,3.5882448221962067
15.76,13.15,4384,64998390695758.414,4.667139632270043,0.09118809858937776,1.5195368297016378,0.03946138172377024,1.2205084074339785,0.024511737677471983,0.03316370701659505,0.28987185162609885,1.352972500479835,11.825838520314761,0.2375009052461435,1.5200910465776332,3.473477577577113
15.77,13.2,4391,65011595604728.6,4.658866142022933,0.08924388653650615,1.5155147045917883,0.03852705499271345,1.210134444033185,0.02653208382613809,0.0316072312841071,0.28912795557944826,1.1912834095966947,10.897295420671549,0.23892217679205208,1.516064447694271,3.467407895181048
15.78,12.72,4377,66903944227613.69,4.777981816508837,0.18691699879083642,1.6246695908321305,0.08226683314107879,1.0738579562049237,0.24025249162730458,0.04017917421571739,0.10836450947701118,0.1672372841737099,0.45104426906470263,0.10091139973481934,1.8605743952556772,3.568161793192371
15.79,13.12,4390,65572623628870.59,4.69117996037835,0.08722690039526997,1.5119687608415684,0.03745094359950748,1.2128273424908294,0.02887843734349562,0.03186341334635678,0.29878047213014425,1.1033634876900107,10.34614403045044,0.24635037623453268,1.5124972521235107,3.4945349813102893
15.8,13.13,4397,65400458508656.484,4.6905278412102085,0.10791190251992211,1.5853971261123794,0.04559474220377864,1.2661621101798586,0.03459038208087506,0.03360145460739036,0.26900725870221875,0.9714103339138462,7.776938053857238,0.21245878117771683,1.5860042642914354,3.50047632658204
15.81,12.65,4383,67416863977967.17,4.815110479126212,0.19578103414697964,1.6388270964195242,0.08677525493677932,1.0642971481288963,0.2520185274684825,0.04336691626579573,0.05846893966754887,0.17207828607449985,0.23200254463379089,0.05493666855195569,1.9792692632881714,3.6024808225030727
15.82,12.9,4394,66537990353431.61,4.754308394043761,0.1139072110170114,1.5874821899592337,0.048110672288994794,1.3122057446423787,0.025777045161820174,0.03802947253978969,0.28489488597147483,1.47532319166346,11.05227089385127,0.21711144546857514,1.5880680849752427,3.550271232874969
15.83,13.06,4398,65808093861083.305,4.72234397799219,0.1105878386030036,1.5537243877537614,0.04794798591220152,1.2851704865004676,0.018807493355914102,0.037708678068894316,0.28580751887404027,2.00498159724388,15.196470548488419,0.22238879734337588,1.5543012432162302,3.52159112397375
15.84,13.22,4409,65341409670298.26,4.694814875362892,0.10874128295032846,1.5721264027129125,0.046528399230794645,1.2731218264125386,0.0242641421711501,0.038547846766338774,0.2808219684077797,1.5886754410865553,11.573537874406089,0.22057745188384115,1.5727743685720756,3.4988744291375276
15.85,12.52,4388,68124017506229.11,4.863968351669054,0.2006119696254859,1.6607548567670098,0.08881523029358493,1.0446977190695983,0.26129310540663714,0.046400485379833906,0.0028127209643856966,0.17758021325370676,0.010764619908391393,0.002692377817088267,2.1298345226815374,3.6483218688757955
15.86,13.4,4423,64865775017273.96,4.667253677704002,0.10438345751633517,1.5278235637713635,0.04612245803162224,1.2300564184887346,0.017190136740363893,0.0366299080083991,0.2913737313570435,2.130867750597293,16.950053147213968,0.23687834718591974,1.5265669727171534,3.4764003534475734
15.87,12.79,4401,67093636236492.34,4.804962049735426,0.16211997366030748,1.6260885398772724,0.0687925357905843,1.2305284959596754,0.12609855143833265,0.02730273968336868,0.23349203663959586,0.21651905887849027,1.8516631156844257,0.18974939418814354,1.6267749800555469,3.591771760632706
15.88,13.05,4411,66229728407221.46,4.7450443164377765,0.11037755022752642,1.6005458845465173,0.04574062005562318,1.2874107062092717,0.04082448831350659,0.04543752324231752,0.2686152546446447,1.1129967605077056,6.579758026159378,0.208647678125632,1.601183589545835,3.5430785426757487
15.89,12.99,4416,66413980525826.5,4.77138067306432,0.11541826223439922,1.6119044986840574,0.04771154835507365,1.30322279072047,0.04158686768447485,0.03780395814543475,0.27472512495466844,0.9090359589536403,6.606054753607434,0.21080442032692673,1.6125543294633295,3.5665615115185845
15.9,12.78,4404,67446644733830.59,4.829948330740931,0.11958660108863418,1.6274324689365278,0.048643173509445095,1.3326485347985386,0.04390497984430808,0.05776089370108246,0.27191306848908,1.3155886622863506,6.193217021242552,0.20403959587903353,1.628061370896251,3.6181281896763577
15.91,12.41,4397,68969942565952.14,4.928116966054196,0.19333532635306572,1.6718440096531653,0.09041305288864311,1.1651824768314474,0.2925414589332568,0.04946863714813169,0.06413071182001882,0.16909957764112313,0.21921922470021665,0.055039200378650927,1.9380470160052328,3.699371304323179
15.92,12.87,4415,67009350498912.45,4.815970115553535,0.1968407664148581,1.645938779320207,0.08753132797025823,1.0202258246401794,0.2588815641261966,0.04550526879982262,0.0027175546055334945,0.17577639780343815,0.010497289039125135,0.0026636794912459124,2.114898518574165,3.6036894920730482
15.93,13.36,4437,65487893162159.29,4.718062394755276,0.11061522708400698,1.5741749867947865,0.04722327993920433,1.2895001065745304,0.025097496422156158,0.039153845575780354,0.2859125993998406,1.560069774179356,11.392076507975352,0.22172359501337927,1.574731016042192,3.5223977771669914
15.94,12.73,4416,67914719051869.55,4.8581350113177635,0.19195999646327752,1.6450222258701748,0.08220258914866843,1.1651644054235668,0.234811302537432,0.04199565733875554,0.16510383232121376,0.1788485344825379,0.70313409336373,0.14170003095931713,1.743159273823309,3.641681941737647
15.95,13.06,4427,66637824786738.875,4.789387584841828,0.11816308838536997,1.624205122385451,0.048182875161314156,1.306497930479805,0.04306602307512889,0.05854320383843176,0.27312146659674114,1.3593826329471577,6.341924493939906,0.20904852600603707,1.6249932902927835,3.584489125085921
15.96,12.69,4417,68101286152372.625,4.880568951768839,0.2010344451178311,1.6772411384530257,0.09188885991997119,1.1371894793308306,0.2750745603382527,0.04856880911088759,0.06677491032453697,0.1765659792427321,0.24275203872879206,0.05871924735342267,1.9473354533686793,3.668425471246934
15.97,12.87,4427,67300968234815.02,4.843011876961579,0.19828711534275031,1.6656929420580864,0.09006783964607996,1.049016332899707,0.26801404932327455,0.04815253545680088,0.0029239277507249854,0.17966422125401346,0.010909606261715733,0.0027873043145502027,2.1108832417365666,3.6373933991026584
15.98,12.94,4432,67155121817361.93,4.830002604655603,0.19554235308714607,1.6410496276325737,0.08650793372510922,1.0347593483328712,0.25975857345028724,0.04463697651015842,0.019088090759452534,0.17184024348940719,0.07348396823216165,0.018446888921763185,2.0835901370548293,3.619879381330922
15.99,12.77,4429,67895001495977.555,4.877157771174152,0.2036786485077247,1.6762130155540615,0.09133605296467007,1.0541886646310954,0.26998760984942327,0.049204173133056694,0.0029843464254012205,0.18224604144056353,0.011053642154414574,0.0028309414865939275,2.1233099316274835,3.6638465191846548
16.0,13.09,4436,66773153400423.94,4.804391777254576,0.11570941644671925,1.6176878204468943,0.047279654066767623,1.3181895890431503,0.04585311628862386,0.054531863845447004,0.2744282775986465,1.1892727966883319,5.984942787121582,0.2081857419294663,1.6182922646650577,3.6002097262941826
16.01,12.28,4412,70332831817109.53,5.022197724323271,0.20446969273243343,1.727837812517506,0.09763917960021153,1.310687010962131,0.28626964769388535,0.038076106352282715,0.13045447527886816,0.13300783600012797,0.4557048794022554,0.09953137109606813,1.7811024446698869,3.787552953744847
16.02,12.93,4447,67487303982770.59,4.8499936823042304,0.20109175471183652,1.6564886716858114,0.0886419254634472,1.0338212982586228,0.2641131610729396,0.04621395595561915,0.002741708780107402,0.17497786088310963,0.010380810895486689,0.0026520142163114256,2.129914125442005,3.6373692218274125
16.03,13.37,4458,65753552798904.21,4.759381373054215,0.11790998375074419,1.5738860153572996,0.050473637936863644,1.3265692998477272,0.022626900226908334,0.038629283323960185,0.286859377146937,1.7072282520617437,12.677802715804546,0.21624153158064544,1.5745116817588491,3.5614506316166024
16.04,12.95,4448,67401496795800.64,4.859910097408034,0.19270228331113218,1.6444802792578412,0.08291842891465338,1.1575623871835834,0.24296944491851896,0.042705461530346996,0.1485745705686285,0.17576474089023206,0.6114948759028269,0.12835124241564125,1.7777441319523692,3.649568375991076
16.05,12.68,4441,68617363808146.664,4.924025229164096,0.1964292677991518,1.6712742870113124,0.09091352827454385,1.1481692579605405,0.2881192263625934,0.04943096841971596,0.057774983005734616,0.1715642827580964,0.20052456663556958,0.050319221321391785,1.9682754341555084,3.7021608159540853
16.06,12.5,4438,69557780393494.445,4.989995686480746,0.23283587444753756,1.7546353708496423,0.09996656718496029,1.2671027449239625,0.1978833961565501,0.022888621507205303,0.17189218921788638,0.11566721590475226,0.8686539272951356,0.1356576567342228,1.8033804436424294,3.761303626268472
