step,t,dt,mass,KE,IE,PE,E,max_v,max_mach
10,9.0076160679e-03,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
20,1.8015232136e-02,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
30,2.7022848204e-02,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
40,3.6030464272e-02,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
50,4.5038080339e-02,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
60,5.4045696407e-02,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
70,6.3053312475e-02,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
80,7.2060928543e-02,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
90,8.1068544611e-02,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
100,9.0076160679e-02,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
110,9.9083776747e-02,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
120,1.0809139281e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
130,1.1709900888e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
140,1.2610662495e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
150,1.3511424102e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
160,1.4412185709e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
170,1.5312947315e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
180,1.6213708922e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
190,1.7114470529e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
200,1.8015232136e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
210,1.8915993743e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
220,1.9816755349e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
230,2.0717516956e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
240,2.1618278563e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
250,2.2519040170e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
260,2.3419801777e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
270,2.4320563383e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
280,2.5221324990e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
290,2.6122086597e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
300,2.7022848204e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
310,2.7923609810e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
320,2.8824371417e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
330,2.9725133024e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
340,3.0625894631e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
350,3.1526656238e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
360,3.2427417844e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
370,3.3328179451e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
380,3.4228941058e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
390,3.5129702665e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
400,3.6030464272e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
410,3.6931225878e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
420,3.7831987485e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
430,3.8732749092e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
440,3.9633510699e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
450,4.0534272306e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
460,4.1435033912e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
470,4.2335795519e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
480,4.3236557126e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
490,4.4137318733e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
500,4.5038080339e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
510,4.5938841946e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
520,4.6839603553e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
530,4.7740365160e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
540,4.8641126767e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
550,4.9541888373e-01,9.007616e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
556,5.0000000000e-01,7.730823e-05,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.987955e-03,7.736636e-03
