step,t,dt,mass,KE,IE,PE,E,max_v,max_mach
290,2.6121905214e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
300,2.7022660567e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
310,2.7923415919e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
320,2.8824171271e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
330,2.9724926623e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
340,3.0625681975e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
350,3.1526437328e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
360,3.2427192680e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
370,3.3327948032e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
380,3.4228703384e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
390,3.5129458737e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
400,3.6030214089e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
410,3.6930969441e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
420,3.7831724793e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
430,3.8732480145e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
440,3.9633235498e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
450,4.0533990850e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
460,4.1434746202e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
470,4.2335501554e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
480,4.3236256907e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
490,4.4137012259e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
500,4.5037767611e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
510,4.5938522963e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
520,4.6839278315e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
530,4.7740033668e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
540,4.8640789020e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
550,4.9541544372e-01,9.007554e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
556,5.0000000000e-01,8.077952e-05,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,9.996988e-03,7.743634e-03
