bg,omega,n_steps,dt,dev_step1,dev_final,dev_per_step
boussinesq,0.8944271909999273,100,0.0001,0.058792676128194325,1.5536696925945213,0.015099767843094213
lane_emden,1.6448006083938287,100,0.0001,0.05905852517162899,3.7134366144718722,0.03691290999293175
