step,t,dt,mass,KE,IE,PE,E,max_v,max_mach
310,2.7986357034e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
320,2.8889142745e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
330,2.9791928456e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
340,3.0694714167e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
350,3.1597499877e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
360,3.2500285588e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
370,3.3403071299e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
380,3.4305857010e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
390,3.5208642721e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
400,3.6111428431e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
410,3.7014214142e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
420,3.7916999853e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
430,3.8819785564e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
440,3.9722571274e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
450,4.0625356985e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
460,4.1528142696e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
470,4.2430928407e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
480,4.3333714118e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
490,4.4236499828e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
500,4.5139285539e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
510,4.6042071250e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
520,4.6944856961e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
530,4.7847642672e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
540,4.8750428382e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
550,4.9653214093e-01,9.027857e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
554,5.0000000000e-01,7.595019e-04,1.0000000000e+00,2.5000000000e-05,1.5000000000e+00,0.0000000000e+00,1.5000250000e+00,7.071068e-03,5.477226e-03
