step,t,dt,mass,KE,IE,PE,E,max_v,max_mach
320,3.1507498768e-01,9.865495e-04,1.0000000000e+00,5.3448619584e-06,2.5000196551e+00,0.0000000000e+00,2.5000250000e+00,4.623783e-03,3.907783e-03
330,3.2494098836e-01,9.866411e-04,1.0000000000e+00,5.0932961528e-06,2.5000199067e+00,0.0000000000e+00,2.5000250000e+00,4.513658e-03,3.814711e-03
340,3.3480789397e-01,9.867307e-04,1.0000000000e+00,4.8535707616e-06,2.5000201464e+00,0.0000000000e+00,2.5000250000e+00,4.406155e-03,3.723855e-03
350,3.4467568307e-01,9.868181e-04,1.0000000000e+00,4.6251284982e-06,2.5000203749e+00,0.0000000000e+00,2.5000250000e+00,4.301214e-03,3.635164e-03
360,3.5454433472e-01,9.869034e-04,1.0000000000e+00,4.4074383059e-06,2.5000205926e+00,0.0000000000e+00,2.5000250000e+00,4.198771e-03,3.548585e-03
370,3.6441382847e-01,9.869867e-04,1.0000000000e+00,4.1999941202e-06,2.5000208000e+00,0.0000000000e+00,2.5000250000e+00,4.098769e-03,3.464067e-03
380,3.7428414437e-01,9.870680e-04,1.0000000000e+00,4.0023136930e-06,2.5000209977e+00,0.0000000000e+00,2.5000250000e+00,4.001148e-03,3.381563e-03
390,3.8415526297e-01,9.871474e-04,1.0000000000e+00,3.8139374731e-06,2.5000211861e+00,0.0000000000e+00,2.5000250000e+00,3.905853e-03,3.301024e-03
400,3.9402716529e-01,9.872250e-04,1.0000000000e+00,3.6344275386e-06,2.5000213656e+00,0.0000000000e+00,2.5000250000e+00,3.812827e-03,3.222403e-03
410,4.0389983283e-01,9.873007e-04,1.0000000000e+00,3.4633665781e-06,2.5000215366e+00,0.0000000000e+00,2.5000250000e+00,3.722016e-03,3.145655e-03
420,4.1377324752e-01,9.873746e-04,1.0000000000e+00,3.3003569207e-06,2.5000216996e+00,0.0000000000e+00,2.5000250000e+00,3.633369e-03,3.070734e-03
430,4.2364739171e-01,9.874468e-04,1.0000000000e+00,3.1450196133e-06,2.5000218550e+00,0.0000000000e+00,2.5000250000e+00,3.546833e-03,2.997598e-03
440,4.3352224815e-01,9.875172e-04,1.0000000000e+00,2.9969935409e-06,2.5000220030e+00,0.0000000000e+00,2.5000250000e+00,3.462358e-03,2.926204e-03
450,4.4339779997e-01,9.875860e-04,1.0000000000e+00,2.8559345874e-06,2.5000221441e+00,0.0000000000e+00,2.5000250000e+00,3.379894e-03,2.856511e-03
460,4.5327403068e-01,9.876532e-04,1.0000000000e+00,2.7215148340e-06,2.5000222785e+00,0.0000000000e+00,2.5000250000e+00,3.299395e-03,2.788477e-03
470,4.6315092418e-01,9.877187e-04,1.0000000000e+00,2.5934217960e-06,2.5000224066e+00,0.0000000000e+00,2.5000250000e+00,3.220814e-03,2.722063e-03
480,4.7302846472e-01,9.877827e-04,1.0000000000e+00,2.4713576953e-06,2.5000225286e+00,0.0000000000e+00,2.5000250000e+00,3.144103e-03,2.657232e-03
490,4.8290663698e-01,9.878452e-04,1.0000000000e+00,2.3550387687e-06,2.5000226450e+00,0.0000000000e+00,2.5000250000e+00,3.069220e-03,2.593944e-03
500,4.9278542597e-01,9.879062e-04,1.0000000000e+00,2.2441946083e-06,2.5000227558e+00,0.0000000000e+00,2.5000250000e+00,2.996120e-03,2.532164e-03
508,5.0000000000e-01,2.990626e-04,1.0000000000e+00,2.1592875380e-06,2.5000228407e+00,0.0000000000e+00,2.5000250000e+00,2.938896e-03,2.483801e-03
