mode,rho_cut,y,rho,N2
rescaled_domain,0.01,0.5082669723831792,0.4535518967704813,3.2534312691536584
rescaled_domain,0.01,0.5247918773366113,0.4293357181681961,3.3855690789240893
rescaled_domain,0.01,0.5412896727361662,0.4055512475047866,3.5216471861058305
rescaled_domain,0.01,0.5577423184847932,0.38227440659791984,3.6619845966497886
rescaled_domain,0.01,0.574131823855921,0.359574201500002,3.806941816595024
rescaled_domain,0.01,0.5904402671660549,0.3375122873204821,3.956919680242202
rescaled_domain,0.01,0.6066498153718736,0.3161427229476247,4.1123671502808845
rescaled_domain,0.01,0.6227427435703996,0.29551176263437096,4.273790771149883
rescaled_domain,0.01,0.6387014543809224,0.27565784295624535,4.441753276652534
rescaled_domain,0.01,0.6545084971874737,0.25661170263554445,4.616873244496444
rescaled_domain,0.01,0.6701465872208214,0.23839664028892615,4.799847609221609
rescaled_domain,0.01,0.6855986244591104,0.22102868864366582,4.991447161782109
rescaled_domain,0.01,0.7008477123264848,0.20451716901655026,5.192524466700848
rescaled_domain,0.01,0.7158771761692464,0.1888649833151193,5.404025404853313
rescaled_domain,0.01,0.7306705814893439,0.1740692752683904,5.626994184373845
rescaled_domain,0.01,0.745211751915254,0.16012181567570957,5.862591421922262
rescaled_domain,0.01,0.7594847868906076,0.1470096901480107,6.11207461049056
rescaled_domain,0.01,0.7734740790612136,0.1347158384024694,6.3768634758788565
rescaled_domain,0.01,0.7871643313414718,0.12321949601592101,6.658497064809688
rescaled_domain,0.01,0.8005405736415125,0.11249697734318198,6.958661463702477
rescaled_domain,0.01,0.8135881792367685,0.10252196546484492,7.279230016402571
rescaled_domain,0.01,0.8262928807620843,0.09326618398537231,7.6222116647617995
rescaled_domain,0.01,0.8386407858128706,0.08469979365693057,7.989806455541721
rescaled_domain,0.01,0.8506183921362442,0.076791845872684,8.384378760988618
rescaled_domain,0.01,0.8622126023955445,0.06951067838632109,8.8084967980735
rescaled_domain,0.01,0.873410738492077,0.0628242069425511,9.264878793524952
rescaled_domain,0.01,0.8842005554284296,0.056700335852688695,9.756343067761362
rescaled_domain,0.01,0.8945702546981968,0.051107176978699834,10.285838965914428
rescaled_domain,0.01,0.9045084971874737,0.046013281343054845,10.856345007349768
rescaled_domain,0.01,0.91400441557401,0.041387852016224184,11.470761610703326
rescaled_domain,0.01,0.9230476262104677,0.037200914277225966,12.131787969910903
rescaled_domain,0.01,0.9316282404787869,0.03342345130865927,12.841716657200354
rescaled_domain,0.01,0.9397368756032445,0.03002753233521061,13.602209442818673
rescaled_domain,0.01,0.9473646649103817,0.026986384194579813,14.413882014887115
rescaled_domain,0.01,0.9545032675245813,0.024274522676885436,15.276032311804359
rescaled_domain,0.01,0.9611448774886924,0.021867727742868402,16.186104964018032
rescaled_domain,0.01,0.9672822322997304,0.019743188478998475,17.138862638446554
rescaled_domain,0.01,0.9729086208503173,0.01787953274884658,18.125920194324102
rescaled_domain,0.01,0.9780178907671788,0.0162568874804695,19.13537135167227
rescaled_domain,0.01,0.9826044551386743,0.014856882882460334,20.151030140951754
