step,t,dt,mass,KE,IE,PE,E,max_v,max_mach
230,2.2773716440e-01,9.904080e-04,1.0000000000e+00,1.1076936400e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,5.289552e-12,4.470455e-12
240,2.3764124467e-01,9.904080e-04,1.0000000000e+00,1.1363757615e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,6.069291e-12,5.129450e-12
250,2.4754532493e-01,9.904080e-04,1.0000000000e+00,1.1413834868e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,5.440288e-12,4.597849e-12
260,2.5744940519e-01,9.904080e-04,1.0000000000e+00,1.1343743017e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,6.347161e-12,5.364292e-12
270,2.6735348546e-01,9.904080e-04,1.0000000000e+00,1.1185122308e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,5.627962e-12,4.756461e-12
280,2.7725756572e-01,9.904080e-04,1.0000000000e+00,1.0835841670e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,5.808963e-12,4.909435e-12
290,2.8716164599e-01,9.904080e-04,1.0000000000e+00,1.1046403506e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,5.143454e-12,4.346980e-12
300,2.9706572625e-01,9.904080e-04,1.0000000000e+00,1.0691775760e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,5.828659e-12,4.926080e-12
310,3.0696980651e-01,9.904080e-04,1.0000000000e+00,1.0946218350e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,5.031532e-12,4.252390e-12
320,3.1687388678e-01,9.904080e-04,1.0000000000e+00,1.0589694029e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,5.839568e-12,4.935300e-12
330,3.2677796704e-01,9.904080e-04,1.0000000000e+00,1.0929472704e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,5.732842e-12,4.845101e-12
340,3.3668204730e-01,9.904080e-04,1.0000000000e+00,1.0902094521e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,5.682915e-12,4.802906e-12
350,3.4658612757e-01,9.904080e-04,1.0000000000e+00,1.1048636386e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,5.577837e-12,4.714099e-12
360,3.5649020783e-01,9.904080e-04,1.0000000000e+00,1.1145667223e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,5.147856e-12,4.350701e-12
370,3.6639428809e-01,9.904080e-04,1.0000000000e+00,1.0601469079e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,4.394447e-12,3.713959e-12
380,3.7629836836e-01,9.904080e-04,1.0000000000e+00,1.0579874487e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,4.388773e-12,3.709163e-12
390,3.8620244862e-01,9.904080e-04,1.0000000000e+00,1.0796926389e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,4.453544e-12,3.763904e-12
400,3.9610652888e-01,9.904080e-04,1.0000000000e+00,1.0669180402e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.607332e-12,3.048730e-12
410,4.0601060915e-01,9.904080e-04,1.0000000000e+00,1.0515469275e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.826588e-12,3.234034e-12
420,4.1591468941e-01,9.904080e-04,1.0000000000e+00,1.0784117607e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,4.013670e-12,3.392146e-12
430,4.2581876967e-01,9.904080e-04,1.0000000000e+00,1.0733490479e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.753604e-12,3.172351e-12
440,4.3572284993e-01,9.904080e-04,1.0000000000e+00,1.0881713729e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.839397e-12,3.244859e-12
450,4.4562693020e-01,9.904080e-04,1.0000000000e+00,1.0897361278e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.758136e-12,3.176182e-12
460,4.5553101046e-01,9.904080e-04,1.0000000000e+00,1.0604218193e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.717783e-12,3.142078e-12
470,4.6543509072e-01,9.904080e-04,1.0000000000e+00,1.0690905106e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.744812e-12,3.164921e-12
480,4.7533917099e-01,9.904080e-04,1.0000000000e+00,1.0894200060e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.640667e-12,3.076903e-12
490,4.8524325125e-01,9.904080e-04,1.0000000000e+00,1.0858738803e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,3.623457e-12,3.062358e-12
500,4.9514733151e-01,9.904080e-04,1.0000000000e+00,1.0687763882e-25,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,4.036950e-12,3.411821e-12
505,5.0000000000e-01,8.910364e-04,1.0000000000e+00,9.9497793866e-26,2.5000250000e+00,0.0000000000e+00,2.5000250000e+00,4.082505e-12,3.450321e-12
