omega_dt,alpha_amp,rho_G,coupling
2.0877966101694914,1.0677966101694916,3.219676420858233,imaginary
2.0877966101694914,1.0932203389830508,3.275441549617292,imaginary
2.0877966101694914,1.1186440677966103,3.3311931554622376,imaginary
2.0877966101694914,1.1440677966101696,3.386931391774854,imaginary
2.0877966101694914,1.1694915254237288,3.442656439947127,imaginary
2.0877966101694914,1.1949152542372883,3.4983685036288272,imaginary
2.0877966101694914,1.2203389830508475,3.5540678039064746,imaginary
2.0877966101694914,1.2457627118644068,3.6097545752631985,imaginary
2.0877966101694914,1.2711864406779663,3.6654290621945465,imaginary
2.0877966101694914,1.2966101694915255,3.7210915163760694,imaginary
2.0877966101694914,1.3220338983050848,3.7767421942957413,imaginary
2.0877966101694914,1.3474576271186443,3.83238135527848,imaginary
2.0877966101694914,1.3728813559322035,3.888009259841739,imaginary
2.0877966101694914,1.3983050847457628,3.943626168330934,imaginary
2.0877966101694914,1.4237288135593222,3.9992323397915595,imaginary
2.0877966101694914,1.4491525423728815,4.054828031041576,imaginary
2.0877966101694914,1.4745762711864407,4.1104134959134,imaginary
2.0877966101694914,1.5,4.165988984639478,imaginary
2.1384745762711863,0.0,1.0,imaginary
2.1384745762711863,0.025423728813559324,1.0313585851749356,imaginary
2.1384745762711863,0.05084745762711865,1.0672995842633872,imaginary
2.1384745762711863,0.07627118644067797,1.1072986645254326,imaginary
2.1384745762711863,0.1016949152542373,1.150741060005321,imaginary
2.1384745762711863,0.1271186440677966,1.1970116421767905,imaginary
2.1384745762711863,0.15254237288135594,1.2455526062435605,imaginary
2.1384745762711863,0.17796610169491528,1.2958892533256985,imaginary
2.1384745762711863,0.2033898305084746,1.3476337051730958,imaginary
2.1384745762711863,0.2288135593220339,1.4004769058990618,imaginary
2.1384745762711863,0.2542372881355932,1.454176189871205,imaginary
2.1384745762711863,0.2796610169491526,1.5085424626582087,imaginary
2.1384745762711863,0.3050847457627119,1.563428804433949,imaginary
2.1384745762711863,0.3305084745762712,1.6187210510595682,imaginary
2.1384745762711863,0.35593220338983056,1.6743303126563704,imaginary
2.1384745762711863,0.38135593220338987,1.73018716061688,imaginary
2.1384745762711863,0.4067796610169492,1.786237163575217,imaginary
2.1384745762711863,0.4322033898305085,1.842437477640504,imaginary
2.1384745762711863,0.4576271186440678,1.8987542454092614,imaginary
2.1384745762711863,0.48305084745762716,1.9551606094712661,imaginary
2.1384745762711863,0.5084745762711864,2.011635190852987,imaginary
2.1384745762711863,0.5338983050847458,2.0681609190023793,imaginary
2.1384745762711863,0.5593220338983051,2.124724127993837,imaginary
2.1384745762711863,0.5847457627118644,2.1813138549521867,imaginary
2.1384745762711863,0.6101694915254238,2.2379212926912837,imaginary
2.1384745762711863,0.6355932203389831,2.294539360494343,imaginary
2.1384745762711863,0.6610169491525424,2.351162365844089,imaginary
2.1384745762711863,0.6864406779661018,2.407785736523963,imaginary
2.1384745762711863,0.7118644067796611,2.4644058074465027,imaginary
2.1384745762711863,0.7372881355932204,2.5210196502591833,imaginary
2.1384745762711863,0.7627118644067797,2.5776249365544346,imaginary
2.1384745762711863,0.788135593220339,2.634219827606336,imaginary
2.1384745762711863,0.8135593220338984,2.690802885145981,imaginary
2.1384745762711863,0.8389830508474577,2.747372998898871,imaginary
2.1384745762711863,0.864406779661017,2.8039293275354247,imaginary
2.1384745762711863,0.8898305084745763,2.860471250399718,imaginary
2.1384745762711863,0.9152542372881356,2.9169983279337726,imaginary
2.1384745762711863,0.940677966101695,2.973510269143896,imaginary
2.1384745762711863,0.9661016949152543,3.0300069047906177,imaginary
2.1384745762711863,0.9915254237288136,3.08648816524658,imaginary
2.1384745762711863,1.0169491525423728,3.1429540621738834,imaginary
2.1384745762711863,1.0423728813559323,3.199404673336067,imaginary
2.1384745762711863,1.0677966101694916,3.2558401299903084,imaginary
2.1384745762711863,1.0932203389830508,3.312260606409111,imaginary
2.1384745762711863,1.1186440677966103,3.368666311163971,imaginary
2.1384745762711863,1.1440677966101696,3.425057479870495,imaginary
2.1384745762711863,1.1694915254237288,3.481434369148227,imaginary
2.1384745762711863,1.1949152542372883,3.5377972515922456,imaginary
2.1384745762711863,1.2203389830508475,3.594146411589027,imaginary
2.1384745762711863,1.2457627118644068,3.650482141837992,imaginary
2.1384745762711863,1.2711864406779663,3.7068047404637916,imaginary
2.1384745762711863,1.2966101694915255,3.7631145086237874,imaginary
2.1384745762711863,1.3220338983050848,3.8194117485310963,imaginary
2.1384745762711863,1.3474576271186443,3.875696761826709,imaginary
2.1384745762711863,1.3728813559322035,3.9319698482450574,imaginary
2.1384745762711863,1.3983050847457628,3.9882313045264253,imaginary
2.1384745762711863,1.4237288135593222,4.04448142353704,imaginary
2.1384745762711863,1.4491525423728815,4.100720493563912,imaginary
2.1384745762711863,1.4745762711864407,4.156948797756719,imaginary
2.1384745762711863,1.5,4.213166613693313,imaginary
2.1891525423728813,0.0,1.0,imaginary
2.1891525423728813,0.025423728813559324,1.0326899793530184,imaginary
2.1891525423728813,0.05084745762711865,1.0700278542233141,imaginary
2.1891525423728813,0.07627118644067797,1.1114295834363321,imaginary
2.1891525423728813,0.1016949152542373,1.15623705414345,imaginary
2.1891525423728813,0.1271186440677966,1.2038100749030125,imaginary
2.1891525423728813,0.15254237288135594,1.2535806010746833,imaginary
2.1891525423728813,0.17796610169491528,1.3050734561814021,imaginary
2.1891525423728813,0.2033898305084746,1.357905658624928,imaginary
2.1891525423728813,0.2288135593220339,1.411775402623601,imaginary
2.1891525423728813,0.2542372881355932,1.466447837188033,imaginary
2.1891525423728813,0.2796610169491526,1.5217413187639488,imaginary
2.1891525423728813,0.3050847457627119,1.5775156091433267,imaginary
2.1891525423728813,0.3305084745762712,1.6336623381853448,imaginary
2.1891525423728813,0.35593220338983056,1.6900975469506485,imaginary
2.1891525423728813,0.38135593220338987,1.7467559611016206,imaginary
2.1891525423728813,0.4067796610169492,1.8035866325543846,imaginary
2.1891525423728813,0.4322033898305085,1.8605496340479557,imaginary
2.1891525423728813,0.4576271186440678,1.9176135522871653,imaginary
2.1891525423728813,0.48305084745762716,1.9747535825306803,imaginary
2.1891525423728813,0.5084745762711864,2.031950075100338,imaginary
2.1891525423728813,0.5338983050847458,2.0891874216750757,imaginary
2.1891525423728813,0.5593220338983051,2.1464531977061365,imaginary
2.1891525423728813,0.5847457627118644,2.2037374986158715,imaginary
2.1891525423728813,0.6101694915254238,2.261032423277955,imaginary
2.1891525423728813,0.6355932203389831,2.318331669992851,imaginary
2.1891525423728813,0.6610169491525424,2.375630218836706,imaginary
2.1891525423728813,0.6864406779661018,2.43292408067953,imaginary
2.1891525423728813,0.7118644067796611,2.4902100979365898,imaginary
2.1891525423728813,0.7372881355932204,2.5474857856728286,imaginary
2.1891525423728813,0.7627118644067797,2.604749204344177,imaginary
2.1891525423728813,0.788135593220339,2.661998857464844,imaginary
2.1891525423728813,0.8135593220338984,2.719233609006926,imaginary
2.1891525423728813,0.8389830508474577,2.776452616492206,imaginary
2.1891525423728813,0.864406779661017,2.8336552766178804,imaginary
2.1891525423728813,0.8898305084745763,2.8908411809353636,imaginary
2.1891525423728813,0.9152542372881356,2.9480100796243143,imaginary
2.1891525423728813,0.940677966101695,3.005161851809945,imaginary
2.1891525423728813,0.9661016949152543,3.0622964811878997,imaginary
2.1891525423728813,0.9915254237288136,3.1194140359690117,imaginary
2.1891525423728813,1.0169491525423728,3.176514652351022,imaginary
2.1891525423728813,1.0423728813559323,3.233598520878531,imaginary
2.1891525423728813,1.0677966101694916,3.2906658751746662,imaginary
2.1891525423728813,1.0932203389830508,3.3477169826254003,imaginary
2.1891525423728813,1.1186440677966103,3.4047521366752713,imaginary
2.1891525423728813,1.1440677966101696,3.46177165045598,imaginary
2.1891525423728813,1.1694915254237288,3.518775851519538,imaginary
2.1891525423728813,1.1949152542372883,3.5757650774886103,imaginary
2.1891525423728813,1.2203389830508475,3.6327396724695618,imaginary
2.1891525423728813,1.2457627118644068,3.689699984100775,imaginary
2.1891525423728813,1.2711864406779663,3.7466463611307104,imaginary
2.1891525423728813,1.2966101694915255,3.8035791514381145,imaginary
2.1891525423728813,1.3220338983050848,3.8604987004217057,imaginary
2.1891525423728813,1.3474576271186443,3.917405349698574,imaginary
2.1891525423728813,1.3728813559322035,3.9742994360608463,imaginary
2.1891525423728813,1.3983050847457628,4.031181290648227,imaginary
2.1891525423728813,1.4237288135593222,4.088051238301068,imaginary
2.1891525423728813,1.4491525423728815,4.144909597064211,imaginary
2.1891525423728813,1.4745762711864407,4.2017566778167765,imaginary
2.1891525423728813,1.5,4.258592784006861,imaginary
2.239830508474576,0.0,0.9999999999999998,imaginary
2.239830508474576,0.025423728813559324,1.0340078848820553,imaginary
2.239830508474576,0.05084745762711865,1.0727175410193408,imaginary
2.239830508474576,0.07627118644067797,1.1154864623092682,imaginary
2.239830508474576,0.1016949152542373,1.1616161474390783,imaginary
2.239830508474576,0.1271186440677966,1.210444623844862,imaginary
2.239830508474576,0.15254237288135594,1.2613963122958276,imaginary
2.239830508474576,0.17796610169491528,1.3139974024314245,imaginary
2.239830508474576,0.2033898305084746,1.3678708788375453,imaginary
2.239830508474576,0.2288135593220339,1.4227226944355555,imaginary
2.239830508474576,0.2542372881355932,1.4783259658491579,imaginary
2.239830508474576,0.2796610169491526,1.534506450965601,imaginary
2.239830508474576,0.3050847457627119,1.5911304417189591,imaginary
2.239830508474576,0.3305084745762712,1.6480951687782215,imaginary
2.239830508474576,0.35593220338983056,1.7053214029829986,imaginary
2.239830508474576,0.38135593220338987,1.762747832525517,imaginary
2.239830508474576,0.4067796610169492,1.8203268181626797,imaginary
2.239830508474576,0.4322033898305085,1.8780211947284038,imaginary
2.239830508474576,0.4576271186440678,1.9358018582587653,imaginary
2.239830508474576,0.48305084745762716,1.9936459401963276,imaginary
2.239830508474576,0.5084745762711864,2.0515354199763305,imaginary
2.239830508474576,0.5338983050847458,2.109456065537796,imaginary
2.239830508474576,0.5593220338983051,2.1673966199621626,imaginary
2.239830508474576,0.5847457627118644,2.225348173656146,imaginary
2.239830508474576,0.6101694915254238,2.2833036771069963,imaginary
2.239830508474576,0.6355932203389831,2.341257560707076,imaginary
2.239830508474576,0.6610169491525424,2.3992054365773923,imaginary
2.239830508474576,0.6864406779661018,2.4571438635367184,imaginary
2.239830508474576,0.7118644067796611,2.5150701609631207,imaginary
2.239830508474576,0.7372881355932204,2.5729822607141135,imaginary
2.239830508474576,0.7627118644067797,2.6308785888257566,imaginary
2.239830508474576,0.788135593220339,2.6887579706286107,imaginary
2.239830508474576,0.8135593220338984,2.7466195543658998,imaginary
2.239830508474576,0.8389830508474577,2.8044627494976906,imaginary
2.239830508474576,0.864406779661017,2.8622871767127944,imaginary
2.239830508474576,0.8898305084745763,2.9200926273127754,imaginary
2.239830508474576,0.9152542372881356,2.9778790301277387,imaginary
2.239830508474576,0.940677966101695,3.035646424507451,imaginary
2.239830508474576,0.9661016949152543,3.093394938229957,imaginary
2.239830508474576,0.9915254237288136,3.151124769403581,imaginary
2.239830508474576,1.0169491525423728,3.2088361716218263,imaginary
2.239830508474576,1.0423728813559323,3.2665294417754334,imaginary
2.239830508474576,1.0677966101694916,3.3242049100408138,imaginary
2.239830508474576,1.0932203389830508,3.3818629316553244,imaginary
2.239830508474576,1.1186440677966103,3.439503880162862,imaginary
2.239830508474576,1.1440677966101696,3.4971281418717575,imaginary
2.239830508474576,1.1694915254237288,3.5547361113140408,imaginary
2.239830508474576,1.1949152542372883,3.6123281875331332,imaginary
2.239830508474576,1.2203389830508475,3.6699047710578663,imaginary
2.239830508474576,1.2457627118644068,3.7274662614457013,imaginary
2.239830508474576,1.2711864406779663,3.785013055298423,imaginary
2.239830508474576,1.2966101694915255,3.842545544670379,imaginary
2.239830508474576,1.3220338983050848,3.900064115802746,imaginary
2.239830508474576,1.3474576271186443,3.9575691481288553,imaginary
2.239830508474576,1.3728813559322035,4.0150610135045826,imaginary
2.239830508474576,1.3983050847457628,4.072540075625657,imaginary
2.239830508474576,1.4237288135593222,4.130006689599935,imaginary
2.239830508474576,1.4491525423728815,4.187461201648016,imaginary
2.239830508474576,1.4745762711864407,4.24490394890988,imaginary
2.239830508474576,1.5,4.302335259338919,imaginary
2.290508474576271,0.0,1.0,imaginary
2.290508474576271,0.025423728813559324,1.0353106226391344,imaginary
2.290508474576271,0.05084745762711865,1.0753656767415871,imaginary
2.290508474576271,0.07627118644067797,1.119465819972866,imaginary
2.290508474576271,0.1016949152542373,1.1668752470823724,imaginary
2.290508474576271,0.1271186440677966,1.2169133771801512,imaginary
2.290508474576271,0.15254237288135594,1.2689995793038222,imaginary
2.290508474576271,0.17796610169491528,1.3226630236726273,imaginary
2.290508474576271,0.2033898305084746,1.3775335474285544,imaginary
2.290508474576271,0.2288135593220339,1.4333252450601028,imaginary
2.290508474576271,0.2542372881355932,1.4898192770051948,imaginary
2.290508474576271,0.2796610169491526,1.546848711713235,imaginary
2.290508474576271,0.3050847457627119,1.604286201384134,imaginary
2.290508474576271,0.3305084745762712,1.662034379841484,imaginary
2.290508474576271,0.35593220338983056,1.7200185498975915,imaginary
2.290508474576271,0.38135593220338987,1.7781811778630727,imaginary
2.290508474576271,0.4067796610169492,1.8364777678931226,imaginary
2.290508474576271,0.4322033898305085,1.8948737717350106,imaginary
2.290508474576271,0.4576271186440678,1.9533422689802873,imaginary
2.290508474576271,0.48305084745762716,2.0118622190754487,imaginary
2.290508474576271,0.5084745762711864,2.070417137861104,imaginary
2.290508474576271,0.5338983050847458,2.1289940901894435,imaginary
2.290508474576271,0.5593220338983051,2.1875829188412252,imaginary
2.290508474576271,0.5847457627118644,2.2461756509719044,imaginary
2.290508474576271,0.6101694915254238,2.3047660386553948,imaginary
2.290508474576271,0.6355932203389831,2.3633492012917,imaginary
2.290508474576271,0.6610169491525424,2.4219213458361715,imaginary
2.290508474576271,0.6864406779661018,2.480479546821305,imaginary
2.290508474576271,0.7118644067796611,2.5390215725755123,imaginary
2.290508474576271,0.7372881355932204,2.5975457473284163,imaginary
2.290508474576271,0.7627118644067797,2.6560508413393764,imaginary
2.290508474576271,0.788135593220339,2.7145359830188065,imaginary
2.290508474576271,0.8135593220338984,2.7730005883924123,imaginary
2.290508474576271,0.8389830508474577,2.831444304303976,imaginary
2.290508474576271,0.864406779661017,2.8898669625485565,imaginary
2.290508474576271,0.8898305084745763,2.948268542737384,imaginary
2.290508474576271,0.9152542372881356,3.006649142165083,imaginary
2.290508474576271,0.940677966101695,3.0650089513125205,imaginary
2.290508474576271,0.9661016949152543,3.1233482339007312,imaginary
2.290508474576271,0.9915254237288136,3.1816673106317315,imaginary
2.290508474576271,1.0169491525423728,3.239966545924796,imaginary
2.290508474576271,1.0423728813559323,3.298246337093026,imaginary
2.290508474576271,1.0677966101694916,3.356507105512851,imaginary
2.290508474576271,1.0932203389830508,3.4147492894247446,imaginary
2.290508474576271,1.1186440677966103,3.472973338071765,imaginary
2.290508474576271,1.1440677966101696,3.5311797069372286,imaginary
2.290508474576271,1.1694915254237288,3.5893688538868216,imaginary
2.290508474576271,1.1949152542372883,3.647541236055835,imaginary
2.290508474576271,1.2203389830508475,3.705697307350927,imaginary
2.290508474576271,1.2457627118644068,3.7638375164590605,imaginary
2.290508474576271,1.2711864406779663,3.8219623052751612,imaginary
2.290508474576271,1.2966101694915255,3.8800721076755575,imaginary
2.290508474576271,1.3220338983050848,3.9381673485768434,imaginary
2.290508474576271,1.3474576271186443,3.996248443230166,imaginary
2.290508474576271,1.3728813559322035,4.054315796709557,imaginary
2.290508474576271,1.3983050847457628,4.112369803559841,imaginary
2.290508474576271,1.4237288135593222,4.170410847575521,imaginary
2.290508474576271,1.4491525423728815,4.228439301686857,imaginary
2.290508474576271,1.4745762711864407,4.286455527933278,imaginary
2.290508474576271,1.5,4.344459877507682,imaginary
2.341186440677966,0.0,1.0,imaginary
2.341186440677966,0.025423728813559324,1.0365967186679554,imaginary
2.341186440677966,0.05084745762711865,1.0779697565600244,imaginary
2.341186440677966,0.07627118644067797,1.1233648937799352,imaginary
2.341186440677966,0.1016949152542373,1.1720121760674118,imaginary
2.341186440677966,0.1271186440677966,1.2232154493829963,imaginary
2.341186440677966,0.15254237288135594,1.276391292082077,imaginary
2.341186440677966,0.17796610169491528,1.3310732576331863,imaginary
2.341186440677966,0.2033898305084746,1.3868987608649295,imaginary
2.341186440677966,0.2288135593220339,1.4435903143202242,imaginary
2.341186440677966,0.2542372881355932,1.5009371361259016,imaginary
2.341186440677966,0.2796610169491526,1.5587794826407348,imaginary
2.341186440677966,0.3050847457627119,1.61699618398349,imaginary
2.341186440677966,0.3305084745762712,1.6754950783149318,imaginary
2.341186440677966,0.35593220338983056,1.7342058075578057,imaginary
2.341186440677966,0.38135593220338987,1.7930744395887543,imaginary
2.341186440677966,0.4067796610169492,1.8520594654290692,imaginary
2.341186440677966,0.4322033898305085,1.9111288174861942,imaginary
2.341186440677966,0.4576271186440678,1.9702576415456008,imaginary
2.341186440677966,0.48305084745762716,2.0294266245379,imaginary
2.341186440677966,0.5084745762711864,2.0886207328319206,imaginary
2.341186440677966,0.5338983050847458,2.1478282548609653,imaginary
2.341186440677966,0.5593220338983051,2.20704007043019,imaginary
2.341186440677966,0.5847457627118644,2.26624908978083,imaginary
2.341186440677966,0.6101694915254238,2.3254498205159226,imaginary
2.341186440677966,0.6355932203389831,2.3846380314021376,imaginary
2.341186440677966,0.6610169491525424,2.4438104900064834,imaginary
2.341186440677966,0.6864406779661018,2.502964756935562,imaginary
2.341186440677966,0.7118644067796611,2.562099023713789,imaginary
2.341186440677966,0.7372881355932204,2.621211984490882,imaginary
2.341186440677966,0.7627118644067797,2.680302734112321,imaginary
2.341186440677966,0.788135593220339,2.7393706868377397,imaginary
2.341186440677966,0.8135593220338984,2.798415511308543,imaginary
2.341186440677966,0.8389830508474577,2.857437078360924,imaginary
2.341186440677966,0.864406779661017,2.916435419037039,imaginary
2.341186440677966,0.8898305084745763,2.975410690725023,imaginary
2.341186440677966,0.9152542372881356,3.0343631498029118,imaginary
2.341186440677966,0.940677966101695,3.0932931295045774,imaginary
2.341186440677966,0.9661016949152543,3.152201021992074,imaginary
2.341186440677966,0.9915254237288136,3.211087263826616,imaginary
2.341186440677966,1.0169491525423728,3.2699523241929267,imaginary
2.341186440677966,1.0423728813559323,3.3287966953599626,imaginary
2.341186440677966,1.0677966101694916,3.3876208849621294,imaginary
2.341186440677966,1.0932203389830508,3.446425409765304,imaginary
2.341186440677966,1.1186440677966103,3.5052107906461383,imaginary
2.341186440677966,1.1440677966101696,3.5639775485640794,imaginary
2.341186440677966,1.1694915254237288,3.6227262013466355,imaginary
2.341186440677966,1.1949152542372883,3.6814572611414293,imaginary
2.341186440677966,1.2203389830508475,3.7401712324152316,imaginary
2.341186440677966,1.2457627118644068,3.7988686104018274,imaginary
2.341186440677966,1.2711864406779663,3.8575498799179857,imaginary
2.341186440677966,1.2966101694915255,3.916215514481281,imaginary
2.341186440677966,1.3220338983050848,3.97486597567498,imaginary
2.341186440677966,1.3474576271186443,4.033501712714979,imaginary
2.341186440677966,1.3728813559322035,4.092123162181427,imaginary
2.341186440677966,1.3983050847457628,4.150730747884254,imaginary
2.341186440677966,1.4237288135593222,4.209324880837068,imaginary
2.341186440677966,1.4491525423728815,4.267905959318319,imaginary
2.341186440677966,1.4745762711864407,4.32647436900219,imaginary
2.341186440677966,1.5,4.3850304831447655,imaginary
2.391864406779661,0.0,1.0000000000000002,imaginary
2.391864406779661,0.025423728813559324,1.0378648916442452,imaginary
2.391864406779661,0.05084745762711865,1.080527701247082,imaginary
2.391864406779661,0.07627118644067797,1.127181566470858,imaginary
2.391864406779661,0.1016949152542373,1.1770255614314848,imaginary
2.391864406779661,0.1271186440677966,1.2293508361475016,imaginary
2.391864406779661,0.15254237288135594,1.2835732227770056,imaginary
2.391864406779661,0.17796610169491528,1.3392318670557561,imaginary
2.391864406779661,0.2033898305084746,1.3959723456086597,imaginary
2.391864406779661,0.2288135593220339,1.4535257760186402,imaginary
2.391864406779661,0.2542372881355932,1.5116893977608798,imaginary
2.391864406779661,0.2796610169491526,1.5703105085221414,imaginary
2.391864406779661,0.3050847457627119,1.6292739261667721,imaginary
2.391864406779661,0.3305084745762712,1.6884924956802592,imaginary
2.391864406779661,0.35593220338983056,1.7479000112588463,imaginary
2.391864406779661,0.38135593220338987,1.8074459738989999,imaginary
2.391864406779661,0.4067796610169492,1.8670917136406404,imaginary
2.391864406779661,0.4322033898305085,1.9268075157555749,imaginary
2.391864406779661,0.4576271186440678,1.9865704826970032,imaginary
2.391864406779661,0.48305084745762716,2.04636293541361,imaginary
2.391864406779661,0.5084745762711864,2.10617121116681,imaginary
2.391864406779661,0.5338983050847458,2.165984754104354,imaginary
2.391864406779661,0.5593220338983051,2.225795423137225,imaginary
2.391864406779661,0.5847457627118644,2.28559696205494,imaginary
2.391864406779661,0.6101694915254238,2.3453845915052045,imaginary
2.391864406779661,0.6355932203389831,2.4051546930745897,imaginary
2.391864406779661,0.6610169491525424,2.4649045634006836,imaginary
2.391864406779661,0.6864406779661018,2.52463222185188,imaginary
2.391864406779661,0.7118644067796611,2.5843362594177877,imaginary
2.391864406779661,0.7372881355932204,2.644015719479386,imaginary
2.391864406779661,0.7627118644067797,2.7036700033710686,imaginary
2.391864406779661,0.788135593220339,2.7632987953194257,imaginary
2.391864406779661,0.8135593220338984,2.8229020025983593,imaginary
2.391864406779661,0.8389830508474577,2.8824797076868474,imaginary
2.391864406779661,0.864406779661017,2.9420321299341854,imaginary
2.391864406779661,0.8898305084745763,3.0015595947857716,imaginary
2.391864406779661,0.9152542372881356,3.0610625090431616,imaginary
2.391864406779661,0.940677966101695,3.120541340956408,imaginary
2.391864406779661,0.9661016949152543,3.179996604198219,imaginary
2.391864406779661,0.9915254237288136,3.2394288449652158,imaginary
2.391864406779661,1.0169491525423728,3.298838631604642,imaginary
2.391864406779661,1.0423728813559323,3.3582265462854157,imaginary
2.391864406779661,1.0677966101694916,3.417593178327213,imaginary
2.391864406779661,1.0932203389830508,3.47693911887662,imaginary
2.391864406779661,1.1186440677966103,3.5362649566791924,imaginary
2.391864406779661,1.1440677966101696,3.5955712747440094,imaginary
2.391864406779661,1.1694915254237288,3.654858647735625,imaginary
2.391864406779661,1.1949152542372883,3.71412763995898,imaginary
2.391864406779661,1.2203389830508475,3.7733788038276863,imaginary
2.391864406779661,1.2457627118644068,3.832612678726116,imaginary
2.391864406779661,1.2711864406779663,3.89182979019197,imaginary
2.391864406779661,1.2966101694915255,3.951030649359214,imaginary
2.391864406779661,1.3220338983050848,4.010215752612027,imaginary
2.391864406779661,1.3474576271186443,4.069385581409188,imaginary
2.391864406779661,1.3728813559322035,4.128540602245615,imaginary
2.391864406779661,1.3983050847457628,4.1876812667234935,imaginary
2.391864406779661,1.4237288135593222,4.246808011710494,imaginary
2.391864406779661,1.4491525423728815,4.305921259566437,imaginary
2.391864406779661,1.4745762711864407,4.365021418423071,imaginary
2.391864406779661,1.5,4.424108882504451,imaginary
2.442542372881356,0.0,1.0,imaginary
2.442542372881356,0.025423728813559324,1.0391140399911054,imaginary
2.442542372881356,0.05084745762711865,1.0830378203324957,imaginary
2.442542372881356,0.07627118644067797,1.1309142969652497,imaginary
2.442542372881356,0.1016949152542373,1.1819147317297745,imaginary
2.442542372881356,0.1271186440677966,1.2353202845419566,imaginary
2.442542372881356,0.15254237288135594,1.2905478778576285,imaginary
2.442542372881356,0.17796610169491528,1.3471432831395258,imaginary
2.442542372881356,0.2033898305084746,1.404760700283466,imaginary
2.442542372881356,0.2288135593220339,1.4631399640017815,imaginary
2.442542372881356,0.2542372881355932,1.5220862586744235,imaginary
2.442542372881356,0.2796610169491526,1.5814537591467122,imaginary
2.442542372881356,0.3050847457627119,1.6411330766463748,imaginary
2.442542372881356,0.3305084745762712,1.701041868593,imaginary
2.442542372881356,0.35593220338983056,1.7611179013438585,imaginary
2.442542372881356,0.38135593220338987,1.821313948719207,imaginary
2.442542372881356,0.4067796610169492,1.8815940403002729,imaginary
2.442542372881356,0.4322033898305085,1.9419306943940646,imaginary
2.442542372881356,0.4576271186440678,2.002302867872252,imaginary
2.442542372881356,0.48305084745762716,2.062694428724753,imaginary
2.442542372881356,0.5084745762711864,2.1230930111738875,imaginary
2.442542372881356,0.5338983050847458,2.183489152185916,imaginary
2.442542372881356,0.5593220338983051,2.243875636169683,imaginary
2.442542372881356,0.5847457627118644,2.304246994654511,imaginary
2.442542372881356,0.6101694915254238,2.3645991220717026,imaginary
2.442542372881356,0.6355932203389831,2.4249289790683317,imaginary
2.442542372881356,0.6610169491525424,2.4852343622246025,imaginary
2.442542372881356,0.6864406779661018,2.545513724451034,imaginary
2.442542372881356,0.7118644067796611,2.605766034290189,imaginary
2.442542372881356,0.7372881355932204,2.665990665249568,imaginary
2.442542372881356,0.7627118644067797,2.7261873084385644,imaginary
2.442542372881356,0.788135593220339,2.7863559033795715,imaginary
2.442542372881356,0.8135593220338984,2.846496583058983,imaginary
2.442542372881356,0.8389830508474577,2.9066096301847475,imaginary
2.442542372881356,0.864406779661017,2.966695442299256,imaginary
2.442542372881356,0.8898305084745763,3.026754503916414,imaginary
2.442542372881356,0.9152542372881356,3.0867873642497985,imaginary
2.442542372881356,0.940677966101695,3.1467946194055756,imaginary
2.442542372881356,0.9661016949152543,3.2067768981510127,imaginary
2.442542372881356,0.9915254237288136,3.2667348505540343,imaginary
2.442542372881356,1.0169491525423728,3.32666913893335,imaginary
2.442542372881356,1.0423728813559323,3.3865804306717804,imaginary
2.442542372881356,1.0677966101694916,3.4464693925344894,imaginary
2.442542372881356,1.0932203389830508,3.506336686204343,imaginary
2.442542372881356,1.1186440677966103,3.566182964802497,imaginary
2.442542372881356,1.1440677966101696,3.626008870207005,imaginary
2.442542372881356,1.1694915254237288,3.6858150310177686,imaginary
2.442542372881356,1.1949152542372883,3.745602061044868,imaginary
2.442542372881356,1.2203389830508475,3.8053705582202273,imaginary
2.442542372881356,1.2457627118644068,3.865121103851194,imaginary
2.442542372881356,1.2711864406779663,3.92485426214961,imaginary
2.442542372881356,1.2966101694915255,3.984570579982132,imaginary
2.442542372881356,1.3220338983050848,4.044270586797486,imaginary
2.442542372881356,1.3474576271186443,4.1039547946944035,imaginary
2.442542372881356,1.3728813559322035,4.1636236986005954,imaginary
2.442542372881356,1.3983050847457628,4.223277776538435,imaginary
2.442542372881356,1.4237288135593222,4.282917489957602,imaginary
2.442542372881356,1.4491525423728815,4.342543284118387,imaginary
2.442542372881356,1.4745762711864407,4.4021555885124295,imaginary
2.442542372881356,1.5,4.4617548173101325,imaginary
2.493220338983051,0.0,1.0,imaginary
2.493220338983051,0.025423728813559324,1.040343228902777,imaginary
2.493220338983051,0.05084745762711865,1.0854987764027486,imaginary
2.493220338983051,0.07627118644067797,1.1345620555558595,imaginary
2.493220338983051,0.1016949152542373,1.186679623705263,imaginary
2.493220338983051,0.1271186440677966,1.2411251774605305,imaginary
2.493220338983051,0.15254237288135594,1.2973183689115682,imaginary
2.493220338983051,0.17796610169491528,1.3548124706879525,imaginary
2.493220338983051,0.2033898305084746,1.4132706613271235,imaginary
2.493220338983051,0.2288135593220339,1.4724415424320654,imaginary
2.493220338983051,0.2542372881355932,1.5321381351528722,imaginary
2.493220338983051,0.2796610169491526,1.5922213148416595,imaginary
2.493220338983051,0.3050847457627119,1.65258729029693,imaginary
2.493220338983051,0.3305084745762712,1.713158341416576,imaginary
2.493220338983051,0.35593220338983056,1.7738760337444175,imaginary
2.493220338983051,0.38135593220338987,1.8346962616793951,imaginary
2.493220338983051,0.4067796610169492,1.8955856228676564,imaginary
2.493220338983051,0.4322033898305085,1.9565187562963642,imaginary
