omega_dt,alpha_amp,rho_G,coupling
0.06067796610169492,1.2711864406779663,1.0000513395648056,imaginary
0.06067796610169492,1.2966101694915255,1.000054178455677,imaginary
0.06067796610169492,1.3220338983050848,1.0000571318903833,imaginary
0.06067796610169492,1.3474576271186443,1.0000602029737906,imaginary
0.06067796610169492,1.3728813559322035,1.0000633948597737,imaginary
0.06067796610169492,1.3983050847457628,1.0000667107516639,imaginary
0.06067796610169492,1.4237288135593222,1.000070153902681,imaginary
0.06067796610169492,1.4491525423728815,1.0000737276163918,imaginary
0.06067796610169492,1.4745762711864407,1.0000774352471586,imaginary
0.06067796610169492,1.5,1.0000812802006172,imaginary
0.11135593220338984,0.0,1.0,imaginary
0.11135593220338984,0.025423728813559324,1.0000010477673862,imaginary
0.11135593220338984,0.05084745762711865,1.0000022564630484,imaginary
0.11135593220338984,0.07627118644067797,1.00000363834457,imaginary
0.11135593220338984,0.1016949152542373,1.000005206112178,imaginary
0.11135593220338984,0.1271186440677966,1.0000069729138872,imaginary
0.11135593220338984,0.15254237288135594,1.0000089523508573,imaginary
0.11135593220338984,0.17796610169491528,1.0000111584829758,imaginary
0.11135593220338984,0.2033898305084746,1.0000136058346503,imaginary
0.11135593220338984,0.2288135593220339,1.0000163094008268,imaginary
0.11135593220338984,0.2542372881355932,1.0000192846532425,imaginary
0.11135593220338984,0.2796610169491526,1.0000225475468953,imaginary
0.11135593220338984,0.3050847457627119,1.0000261145267657,imaginary
0.11135593220338984,0.3305084745762712,1.0000300025347544,imaginary
0.11135593220338984,0.35593220338983056,1.0000342290168807,imaginary
0.11135593220338984,0.38135593220338987,1.0000388119307129,imaginary
0.11135593220338984,0.4067796610169492,1.000043769753054,imaginary
0.11135593220338984,0.4322033898305085,1.0000491214878862,imaginary
0.11135593220338984,0.4576271186440678,1.0000548866745584,imaginary
0.11135593220338984,0.48305084745762716,1.0000610853962564,imaginary
0.11135593220338984,0.5084745762711864,1.0000677382887209,imaginary
0.11135593220338984,0.5338983050847458,1.000074866549254,imaginary
0.11135593220338984,0.5593220338983051,1.0000824919459907,imaginary
0.11135593220338984,0.5847457627118644,1.0000906368274631,imaginary
0.11135593220338984,0.6101694915254238,1.0000993241324407,imaginary
0.11135593220338984,0.6355932203389831,1.0001085774000793,imaginary
0.11135593220338984,0.6610169491525424,1.0001184207803475,imaginary
0.11135593220338984,0.6864406779661018,1.0001288790447818,imaginary
0.11135593220338984,0.7118644067796611,1.000139977597526,imaginary
0.11135593220338984,0.7372881355932204,1.0001517424867157,imaginary
0.11135593220338984,0.7627118644067797,1.0001642004161535,imaginary
0.11135593220338984,0.788135593220339,1.0001773787573414,imaginary
0.11135593220338984,0.8135593220338984,1.0001913055618301,imaginary
0.11135593220338984,0.8389830508474577,1.0002060095739156,imaginary
0.11135593220338984,0.864406779661017,1.0002215202436875,imaginary
0.11135593220338984,0.8898305084745763,1.0002378677404207,imaginary
0.11135593220338984,0.9152542372881356,1.0002550829663555,imaginary
0.11135593220338984,0.940677966101695,1.00027319757081,imaginary
0.11135593220338984,0.9661016949152543,1.0002922439647037,imaginary
0.11135593220338984,0.9915254237288136,1.0003122553354489,imaginary
0.11135593220338984,1.0169491525423728,1.0003332656622304,imaginary
0.11135593220338984,1.0423728813559323,1.0003553097317013,imaginary
0.11135593220338984,1.0677966101694916,1.000378423154068,imaginary
0.11135593220338984,1.0932203389830508,1.000402642379606,imaginary
0.11135593220338984,1.1186440677966103,1.0004280047155916,imaginary
0.11135593220338984,1.1440677966101696,1.0004545483436702,imaginary
0.11135593220338984,1.1694915254237288,1.0004823123376572,imaginary
0.11135593220338984,1.1949152542372883,1.0005113366818013,imaginary
0.11135593220338984,1.2203389830508475,1.0005416622894956,imaginary
0.11135593220338984,1.2457627118644068,1.0005733310224585,imaginary
0.11135593220338984,1.2711864406779663,1.0006063857103917,imaginary
0.11135593220338984,1.2966101694915255,1.0006408701711165,imaginary
0.11135593220338984,1.3220338983050848,1.0006768292312178,imaginary
0.11135593220338984,1.3474576271186443,1.0007143087471708,imaginary
0.11135593220338984,1.3728813559322035,1.0007533556269972,imaginary
0.11135593220338984,1.3983050847457628,1.0007940178524295,imaginary
0.11135593220338984,1.4237288135593222,1.0008363445016126,imaginary
0.11135593220338984,1.4491525423728815,1.0008803857723476,imaginary
0.11135593220338984,1.4745762711864407,1.000926193005868,imaginary
0.11135593220338984,1.5,1.0009738187111974,imaginary
0.16203389830508477,0.0,0.9999999999999999,imaginary
0.16203389830508477,0.025423728813559324,1.0000046673686125,imaginary
0.16203389830508477,0.05084745762711865,1.0000100573102382,imaginary
0.16203389830508477,0.07627118644067797,1.0000162262828802,imaginary
0.16203389830508477,0.1016949152542373,1.0000232330137573,imaginary
0.16203389830508477,0.1271186440677966,1.0000311385493081,imaginary
0.16203389830508477,0.15254237288135594,1.000040006307493,imaginary
0.16203389830508477,0.17796610169491528,1.000049902132482,imaginary
0.16203389830508477,0.2033898305084746,1.00006089435177,imaginary
0.16203389830508477,0.2288135593220339,1.0000730538357778,imaginary
0.16203389830508477,0.2542372881355932,1.0000864540600158,imaginary
0.16203389830508477,0.2796610169491526,1.0001011711698682,imaginary
0.16203389830508477,0.3050847457627119,1.0001172840480623,imaginary
0.16203389830508477,0.3305084745762712,1.0001348743849146,imaginary
0.16203389830508477,0.35593220338983056,1.000154026751403,imaginary
0.16203389830508477,0.38135593220338987,1.0001748286751544,imaginary
0.16203389830508477,0.4067796610169492,1.0001973707194292,imaginary
0.16203389830508477,0.4322033898305085,1.0002217465651848,imaginary
0.16203389830508477,0.4576271186440678,1.0002480530962845,imaginary
0.16203389830508477,0.48305084745762716,1.0002763904879672,imaginary
0.16203389830508477,0.5084745762711864,1.0003068622986395,imaginary
0.16203389830508477,0.5338983050847458,1.0003395755650983,imaginary
0.16203389830508477,0.5593220338983051,1.0003746409012768,imaginary
0.16203389830508477,0.5847457627118644,1.0004121726005921,imaginary
0.16203389830508477,0.6101694915254238,1.0004522887420122,imaginary
0.16203389830508477,0.6355932203389831,1.0004951112999294,imaginary
0.16203389830508477,0.6610169491525424,1.0005407662579404,imaginary
0.16203389830508477,0.6864406779661018,1.000589383726655,imaginary
0.16203389830508477,0.7118644067796611,1.0006410980655847,imaginary
0.16203389830508477,0.7372881355932204,1.0006960480092877,imaginary
0.16203389830508477,0.7627118644067797,1.0007543767978118,imaginary
0.16203389830508477,0.788135593220339,1.000816232311573,imaginary
0.16203389830508477,0.8135593220338984,1.0008817672107673,imaginary
0.16203389830508477,0.8389830508474577,1.0009511390794135,imaginary
0.16203389830508477,0.864406779661017,1.0010245105741398,imaginary
0.16203389830508477,0.8898305084745763,1.0011020495778093,imaginary
0.16203389830508477,0.9152542372881356,1.0011839293580829,imaginary
0.16203389830508477,0.940677966101695,1.0012703287310216,imaginary
0.16203389830508477,0.9661016949152543,1.0013614322298117,imaginary
0.16203389830508477,0.9915254237288136,1.0014574302787178,imaginary
0.16203389830508477,1.0169491525423728,1.001558519372327,imaginary
0.16203389830508477,1.0423728813559323,1.0016649022601734,imaginary
0.16203389830508477,1.0677966101694916,1.0017767881368131,imaginary
0.16203389830508477,1.0932203389830508,1.001894392837404,imaginary
0.16203389830508477,1.1186440677966103,1.0020179390388477,imaginary
0.16203389830508477,1.1440677966101696,1.0021476564665255,imaginary
0.16203389830508477,1.1694915254237288,1.0022837821066728,imaginary
0.16203389830508477,1.1949152542372883,1.0024265604243792,imaginary
0.16203389830508477,1.2203389830508475,1.0025762435872314,imaginary
0.16203389830508477,1.2457627118644068,1.0027330916945676,imaginary
0.16203389830508477,1.2711864406779663,1.002897373012294,imaginary
0.16203389830508477,1.2966101694915255,1.0030693642132158,imaginary
0.16203389830508477,1.3220338983050848,1.0032493506227709,imaginary
0.16203389830508477,1.3474576271186443,1.003437626470046,imaginary
0.16203389830508477,1.3728813559322035,1.0036344951439418,imaginary
0.16203389830508477,1.3983050847457628,1.0038402694542836,imaginary
0.16203389830508477,1.4237288135593222,1.004055271897651,imaginary
0.16203389830508477,1.4491525423728815,1.0042798349276667,imaginary
0.16203389830508477,1.4745762711864407,1.0045143012294229,imaginary
0.16203389830508477,1.5,1.0047590239976956,imaginary
0.2127118644067797,0.0,1.0,imaginary
0.2127118644067797,0.025423728813559324,1.0000137416245345,imaginary
0.2127118644067797,0.05084745762711865,1.0000296331768102,imaginary
0.2127118644067797,0.07627118644067797,1.0000478482628155,imaginary
0.2127118644067797,0.1016949152542373,1.0000685683748656,imaginary
0.2127118644067797,0.1271186440677966,1.000091983154243,imaginary
0.2127118644067797,0.15254237288135594,1.0001182906673698,imaginary
0.2127118644067797,0.17796610169491528,1.0001476976959829,imaginary
0.2127118644067797,0.2033898305084746,1.0001804200417925,imaginary
0.2127118644067797,0.2288135593220339,1.0002166828460943,imaginary
0.2127118644067797,0.2542372881355932,1.0002567209248714,imaginary
0.2127118644067797,0.2796610169491526,1.0003007791198817,imaginary
0.2127118644067797,0.3050847457627119,1.0003491126662982,imaginary
0.2127118644067797,0.3305084745762712,1.0004019875774228,imaginary
0.2127118644067797,0.35593220338983056,1.0004596810470578,imaginary
0.2127118644067797,0.38135593220338987,1.0005224818701026,imaginary
0.2127118644067797,0.4067796610169492,1.0005906908819409,imaginary
0.2127118644067797,0.4322033898305085,1.0006646214172148,imaginary
0.2127118644067797,0.4576271186440678,1.0007445997885691,imaginary
0.2127118644067797,0.48305084745762716,1.0008309657859291,imaginary
0.2127118644067797,0.5084745762711864,1.0009240731969054,imaginary
0.2127118644067797,0.5338983050847458,1.0010242903488829,imaginary
0.2127118644067797,0.5593220338983051,1.0011320006733044,imaginary
0.2127118644067797,0.5847457627118644,1.0012476032927358,imaginary
0.2127118644067797,0.6101694915254238,1.0013715136311199,imaginary
0.2127118644067797,0.6355932203389831,1.0015041640477262,imaginary
0.2127118644067797,0.6610169491525424,1.001646004495156,imaginary
0.2127118644067797,0.6864406779661018,1.0017975032017548,imaginary
0.2127118644067797,0.7118644067796611,1.0019591473786926,imaginary
0.2127118644067797,0.7372881355932204,1.002131443951884,imaginary
0.2127118644067797,0.7627118644067797,1.002314920318814,imaginary
0.2127118644067797,0.788135593220339,1.0025101251302524,imaginary
0.2127118644067797,0.8135593220338984,1.002717629096633,imaginary
0.2127118644067797,0.8389830508474577,1.0029380258187925,imaginary
0.2127118644067797,0.864406779661017,1.0031719326425166,imaginary
0.2127118644067797,0.8898305084745763,1.0034199915361899,imaginary
0.2127118644067797,0.9152542372881356,1.003682869990549,imaginary
0.2127118644067797,0.940677966101695,1.0039612619393226,imaginary
0.2127118644067797,0.9661016949152543,1.0042558886992303,imaginary
0.2127118644067797,0.9915254237288136,1.0045674999274419,imaginary
0.2127118644067797,1.0169491525423728,1.0048968745942637,imaginary
0.2127118644067797,1.0423728813559323,1.0052448219683785,imaginary
0.2127118644067797,1.0677966101694916,1.0056121826114992,imaginary
0.2127118644067797,1.0932203389830508,1.0059998293787793,imaginary
0.2127118644067797,1.1186440677966103,1.0064086684207647,imaginary
0.2127118644067797,1.1440677966101696,1.0068396401820687,imaginary
0.2127118644067797,1.1694915254237288,1.007293720391178,imaginary
0.2127118644067797,1.1949152542372883,1.0077719210352365,imaginary
0.2127118644067797,1.2203389830508475,1.0082752913126505,imaginary
0.2127118644067797,1.2457627118644068,1.0088049185556642,imaginary
0.2127118644067797,1.2711864406779663,1.0093619291140357,imaginary
0.2127118644067797,1.2966101694915255,1.0099474891900082,imaginary
0.2127118644067797,1.3220338983050848,1.0105628056137221,imaginary
0.2127118644067797,1.3474576271186443,1.011209126547131,imaginary
0.2127118644067797,1.3728813559322035,1.0118877421033385,imaginary
0.2127118644067797,1.3983050847457628,1.0125999848671434,imaginary
0.2127118644067797,1.4237288135593222,1.0133472303013422,imaginary
0.2127118644067797,1.4491525423728815,1.0141308970221816,imaginary
0.2127118644067797,1.4745762711864407,1.0149524469261546,imaginary
0.2127118644067797,1.5,1.0158133851491713,imaginary
0.26338983050847464,0.0,1.0000000000000002,imaginary
0.26338983050847464,0.025423728813559324,1.0000319510074847,imaginary
0.26338983050847464,0.05084745762711865,1.0000689655742936,imaginary
0.26338983050847464,0.07627118644067797,1.0001114687283592,imaginary
0.26338983050847464,0.1016949152542373,1.0001599073941736,imaginary
0.26338983050847464,0.1271186440677966,1.0002147513616375,imaginary
0.26338983050847464,0.15254237288135594,1.0002764943096523,imaginary
0.26338983050847464,0.17796610169491528,1.000345654886561,imaginary
0.26338983050847464,0.2033898305084746,1.0004227778496086,imaginary
0.26338983050847464,0.2288135593220339,1.000508435265564,imaginary
0.26338983050847464,0.2542372881355932,1.0006032277746961,imaginary
0.26338983050847464,0.2796610169491526,1.0007077859202609,imaginary
0.26338983050847464,0.3050847457627119,1.000822771545588,imaginary
0.26338983050847464,0.3305084745762712,1.0009488792608137,imaginary
0.26338983050847464,0.35593220338983056,1.0010868379812012,imaginary
0.26338983050847464,0.38135593220338987,1.0012374125387846,imaginary
0.26338983050847464,0.4067796610169492,1.0014014053689506,imaginary
0.26338983050847464,0.4322033898305085,1.0015796582732592,imaginary
0.26338983050847464,0.4576271186440678,1.0017730542594996,imaginary
0.26338983050847464,0.48305084745762716,1.0019825194596141,imaginary
0.26338983050847464,0.5084745762711864,1.002209025125599,imaginary
0.26338983050847464,0.5338983050847458,1.0024535897029467,imaginary
0.26338983050847464,0.5593220338983051,1.0027172809805365,imaginary
0.26338983050847464,0.5847457627118644,1.0030012183149872,imaginary
0.26338983050847464,0.6101694915254238,1.0033065749266636,imaginary
0.26338983050847464,0.6355932203389831,1.0036345802633164,imaginary
0.26338983050847464,0.6610169491525424,1.0039865224261264,imaginary
0.26338983050847464,0.6864406779661018,1.0043637506514507,imaginary
0.26338983050847464,0.7118644067796611,1.0047676778398498,imaginary
0.26338983050847464,0.7372881355932204,1.0051997831221295,imaginary
0.26338983050847464,0.7627118644067797,1.005661614449893,imaginary
0.26338983050847464,0.788135593220339,1.0061547911957391,imaginary
0.26338983050847464,0.8135593220338984,1.0066810067454561,imaginary
0.26338983050847464,0.8389830508474577,1.0072420310615522,imaginary
0.26338983050847464,0.864406779661017,1.0078397131941152,imaginary
0.26338983050847464,0.8898305084745763,1.0084759837112982,imaginary
0.26338983050847464,0.9152542372881356,1.009152857017722,imaginary
0.26338983050847464,0.940677966101695,1.0098724335247409,imaginary
0.26338983050847464,0.9661016949152543,1.0106369016318808,imaginary
0.26338983050847464,0.9915254237288136,1.0114485394738362,imaginary
0.26338983050847464,1.0169491525423728,1.012309716382252,imaginary
0.26338983050847464,1.0423728813559323,1.013222894006214,imaginary
0.26338983050847464,1.0677966101694916,1.0141906270300005,imaginary
0.26338983050847464,1.0932203389830508,1.0152155634212567,imaginary
0.26338983050847464,1.1186440677966103,1.0163004441376997,imaginary
0.26338983050847464,1.1440677966101696,1.017448102215558,imaginary
0.26338983050847464,1.1694915254237288,1.0186614611589102,imaginary
0.26338983050847464,1.1949152542372883,1.019943532545621,imaginary
0.26338983050847464,1.2203389830508475,1.0212974127634278,imaginary
0.26338983050847464,1.2457627118644068,1.022726278788969,imaginary
0.26338983050847464,1.2711864406779663,1.0242333829235888,imaginary
0.26338983050847464,1.2966101694915255,1.0258220464030028,imaginary
0.26338983050847464,1.3220338983050848,1.027495651803735,imaginary
0.26338983050847464,1.3474576271186443,1.029257634177998,imaginary
0.26338983050847464,1.3728813559322035,1.0311114708607694,imaginary
0.26338983050847464,1.3983050847457628,1.0330606699084668,imaginary
0.26338983050847464,1.4237288135593222,1.035108757148142,imaginary
0.26338983050847464,1.4491525423728815,1.0372592618394556,imaginary
0.26338983050847464,1.4745762711864407,1.039515700978993,imaginary
0.26338983050847464,1.5,1.0418815623072963,imaginary
0.31406779661016954,0.0,1.0000000000000002,imaginary
0.31406779661016954,0.025423728813559324,1.0000637390812313,imaginary
0.31406779661016954,0.05084745762711865,1.0001377305428591,imaginary
0.31406779661016954,0.07627118644067797,1.0002228725820683,imaginary
0.31406779661016954,0.1016949152542373,1.0003201156143973,imaginary
0.31406779661016954,0.1271186440677966,1.0004304650982616,imaginary
0.31406779661016954,0.15254237288135594,1.0005549845284838,imaginary
0.31406779661016954,0.17796610169491528,1.0006947986047394,imaginary
0.31406779661016954,0.2033898305084746,1.0008510965804844,imaginary
0.31406779661016954,0.2288135593220339,1.0010251357973723,imaginary
0.31406779661016954,0.2542372881355932,1.0012182454094698,imaginary
0.31406779661016954,0.2796610169491526,1.0014318303006413,imaginary
0.31406779661016954,0.3050847457627119,1.0016673751972158,imaginary
0.31406779661016954,0.3305084745762712,1.0019264489765658,imaginary
0.31406779661016954,0.35593220338983056,1.0022107091702515,imaginary
0.31406779661016954,0.38135593220338987,1.0025219066581268,imaginary
0.31406779661016954,0.4067796610169492,1.0028618905469033,imaginary
0.31406779661016954,0.4322033898305085,1.0032326132233202,imaginary
0.31406779661016954,0.4576271186440678,1.0036361355680017,imaginary
0.31406779661016954,0.48305084745762716,1.004074632311347,imaginary
0.31406779661016954,0.5084745762711864,1.0045503975071683,imaginary
0.31406779661016954,0.5338983050847458,1.0050658500933813,imaginary
0.31406779661016954,0.5593220338983051,1.00562353950147,imaginary
0.31406779661016954,0.5847457627118644,1.0062261512679693,imaginary
0.31406779661016954,0.6101694915254238,1.0068765125914068,imaginary
0.31406779661016954,0.6355932203389831,1.0075775977672043,imaginary
0.31406779661016954,0.6610169491525424,1.0083325334207762,imaginary
0.31406779661016954,0.6864406779661018,1.0091446034455434,imaginary
0.31406779661016954,0.7118644067796611,1.0100172535377532,imaginary
0.31406779661016954,0.7372881355932204,1.0109540952040739,imaginary
0.31406779661016954,0.7627118644067797,1.011958909100922,imaginary
0.31406779661016954,0.788135593220339,1.0130356475468107,imaginary
0.31406779661016954,0.8135593220338984,1.0141884360309121,imaginary
0.31406779661016954,0.8389830508474577,1.0154215735230752,imaginary
0.31406779661016954,0.864406779661017,1.016739531373441,imaginary
0.31406779661016954,0.8898305084745763,1.01814695057429,imaginary
0.31406779661016954,0.9152542372881356,1.0196486371439641,imaginary
0.31406779661016954,0.940677966101695,1.0212495553838161,imaginary
0.31406779661016954,0.9661016949152543,1.0229548187555284,imaginary
0.31406779661016954,0.9915254237288136,1.0247696781294837,imaginary
0.31406779661016954,1.0169491525423728,1.0266995071667508,imaginary
0.31406779661016954,1.0423728813559323,1.028749784619401,imaginary
0.31406779661016954,1.0677966101694916,1.0309260733681485,imaginary
0.31406779661016954,1.0932203389830508,1.0332339960638781,imaginary
0.31406779661016954,1.1186440677966103,1.0356792073019034,imaginary
0.31406779661016954,1.1440677966101696,1.0382673623351921,imaginary
0.31406779661016954,1.1694915254237288,1.0410040824250937,imaginary
0.31406779661016954,1.1949152542372883,1.0438949170342442,imaginary
0.31406779661016954,1.2203389830508475,1.046945303183891,imaginary
0.31406779661016954,1.2457627118644068,1.0501605224233654,imaginary
0.31406779661016954,1.2711864406779663,1.0535456559878986,imaginary
0.31406779661016954,1.2966101694915255,1.057105538846455,imaginary
0.31406779661016954,1.3220338983050848,1.0608447134564092,imaginary
0.31406779661016954,1.3474576271186443,1.0647673841393863,imaginary
0.31406779661016954,1.3728813559322035,1.0688773730642422,imaginary
0.31406779661016954,1.3983050847457628,1.073178078862086,imaginary
0.31406779661016954,1.4237288135593222,1.0776724388982641,imaginary
0.31406779661016954,1.4491525423728815,1.0823628961834908,imaginary
0.31406779661016954,1.4745762711864407,1.087251371819295,imaginary
0.31406779661016954,1.5,1.0923392437432158,imaginary
0.36474576271186443,0.0,0.9999999999999999,imaginary
0.36474576271186443,0.025423728813559324,1.0001141608354764,imaginary
0.36474576271186443,0.05084745762711865,1.0002469889811014,imaginary
0.36474576271186443,0.07627118644067797,1.0004001953055257,imaginary
0.36474576271186443,0.1016949152542373,1.0005756017678091,imaginary
0.36474576271186443,0.1271186440677966,1.0007751483332867,imaginary
0.36474576271186443,0.15254237288135594,1.0010009003035876,imaginary
0.36474576271186443,0.17796610169491528,1.0012550560669529,imaginary
0.36474576271186443,0.2033898305084746,1.0015399552710378,imaginary
0.36474576271186443,0.2288135593220339,1.0018580874152856,imaginary
0.36474576271186443,0.2542372881355932,1.0022121008534317,imaginary
0.36474576271186443,0.2796610169491526,1.0026048121887667,imaginary
0.36474576271186443,0.3050847457627119,1.0030392160348935,imaginary
0.36474576271186443,0.3305084745762712,1.0035184951028497,imaginary
0.36474576271186443,0.35593220338983056,1.0040460305611039,imaginary
0.36474576271186443,0.38135593220338987,1.0046254125979142,imaginary
0.36474576271186443,0.4067796610169492,1.0052604510954934,imaginary
0.36474576271186443,0.4322033898305085,1.005955186301978,imaginary
0.36474576271186443,0.4576271186440678,1.0067138993601592,imaginary
0.36474576271186443,0.48305084745762716,1.0075411225210422,imaginary
0.36474576271186443,0.5084745762711864,1.0084416488353736,imaginary
0.36474576271186443,0.5338983050847458,1.0094205410774224,imaginary
0.36474576271186443,0.5593220338983051,1.0104831396126353,imaginary
0.36474576271186443,0.5847457627118644,1.0116350688748066,imaginary
0.36474576271186443,0.6101694915254238,1.0128822420700092,imaginary
0.36474576271186443,0.6355932203389831,1.01423086367485,imaginary
0.36474576271186443,0.6610169491525424,1.0156874292475746,imaginary
0.36474576271186443,0.6864406779661018,1.0172587220244798,imaginary
0.36474576271186443,0.7118644067796611,1.0189518057342255,imaginary
0.36474576271186443,0.7372881355932204,1.020774013032763,imaginary
